,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
0,66860,Custom Signatures,cole,L4 Transporter,Welcome to the Palo Alto Networks Custom Signature discussion board!,"The purpose of this board is to discuss everything related to custom signature creation in PAN-OS devices. Palo Alto Networks delivers a large quantity of coverage in our weekly content updates; however, we know that our customers are staffed by dedicated security professionals as well, and we would like to provide an environment in which to foster discussion of their ideas for coverage that may not currently exist, or may be particularly applicable to their unique environment. Customers may find traffic within their network in packet captures, web server logs, SIEM queries, firewall logs, etc. that a custom signature would be useful to alert on, or prevent. This forum exists as a place to work through this process in a community that can assist you, and get your creative minds inspiring one another.When creating a discussion, try to provide as much detail as possible to better assist your peers in understanding what exactly you need. Additionally, this link is a fantastic resource for understanding custom signature creation: https://live.paloaltonetworks.com/t5/Documentation-Articles/Creating-Custom-Threat-Signatures/ta-p/5... The above document will assist with explaining each custom signature context and what is contained within them. Additionally, it contains some examples of custom signature creation, common RegEx mistakes, error troubleshooting, and a significant amount of other detail that anyone seriously interested in pursuing custom signature creation should read.  Questions that foster good discussion: Are you asking for assistance in finding a unique pattern within data you’ve already gathered to trigger off of? Do you have an idea for a signature based off of traffic you have identified, and need to discern which custom signature context Palo Alto Networks exposes can best be used to detect the traffic? Do you have a recommendation for improving a current signature?  Posts that do not foster good discussion: A request for CVE coverage in which no data is provided, or no exploit data has been revealed for. A request for detecting traffic in which no packet capture data can be provided, or no research has been completed to first identify data that can be used during the creation process.  Recommended detail to include: Use justification! What does the signature detect, and why? Upload of any existing XML export of a custom signature you have created, and are troubleshooting. Data gathered during research to help identify unique patterns to detect on. Links to research or resources to support the signature creation.  Common Errors in Custom Signature Creation:   To get the ball rolling, let’s try a few examples! Example 1: Use of system.multicall method in XMLRPC calls.Justification: Brute force attacks are occurring against Wordpress instances with XMLRPC enabled, where many username login attempts can be nested in a single system.multicall method and evade traditional brute force detection.Research: https://blog.sucuri.net/2015/10/brute-force-amplification-attacks-against-wordpress-xmlrpc.htmlSignature Example:  See attachment System Multicall Use.xmlDescription: Signature evaluates http-req-message-body context in the directionality of client to server, for the hex values “3c6d6574686f6443616c6c3e3c6d6574686f644e616d653e73797374656d2e6d756c746963616c6c” which translates to “<methodCall><methodName>system.multicall” indicating that an HTTP request message body was sent with a system.multicall method embedded in it.Potential for improvement: Additional signature to operate as parent to indicate the child signature has been executed X amount in Y seconds.  Example 2: Detecting Nikto Scans through User Agent.Justification: Palo Alto Networks extensive coverage looks to make signatures based on unchanging exploitation, where there is little to no variation in the data being evaluated. Detecting tools based on user agent strings that are easily modified by users is not the most effective way to do this. However, many customers have use cases in which reporting on basic usage of certain tools by detecting user agent strings may be valuable. This can be done through a very basic custom signature, and can catch penetration testers who opt for the easy way out and don’t attempt to evade detection effectively.Research: Download Kali Linux, where Nikto Scan comes embedded, and you will see default scans have an easily identifiable user agent string.Signature Example: See attachment “Nikto User Agent.xml”Description: Signature evaluates http-req-headers for the string “User-Agent: Mozilla/5.00 (Nikto”, indicating default user-agent string for Nikto scan has been detected.Potential for improvement: Our built in coverage for the vulnerabilities Nikto scan actually exploits will cover Nikto scans that seek to hide by changing their user agent, which will evade this signature.  Example 3: Detecting NMAP Scripting Engine use through User AgentJustification: See justification for Nikto; this is identical!Research: Download Kali Linux, and run any of NMAPs NSE scripts, and you will see web based scans have an easily identifiable user agent string.Signature Example: See attachment “NMAP NSE User Agent.xml”Description: Signature evaluates http-req-headers for the string “User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine” indicating default user-agent string for NMAP NSE usage has been detectedPotential for improvement: Our built in coverage for NMAP NSE scripts will cover some common NSE usage, which may evade this signature if user agent is altered. ",4,"
		4 REPLIES 4
",", custom signature",,,10-19-2015,05:04 PM
1,507954,Custom Signatures,mcannady,L0 Member,Has anyone done a custom APP to block recursive DNS queries?," I've built two signatures for DNS.  One to indicate recursive lookup and not recursive lookup.   When I test,  the app that is evaluated first is triggered.  reverse the order and the formerly 2nd app triggers.   It is like the expressions are not evaluated. Has anyone done this before? I have a case open with paloalto about this, but it has been open for almost a year.",0,"
		1 REPLY 1
",,,,07-05-2022,06:16 AM
2,192889,Custom Signatures,benparker,L1 Bithead,Detecting TLS 1.0 and TLS 1.1 Protocol,"Hi,I working with a customer that needs to detect the usage of SSLv3(already done with ID 36815), TLS 1.0 and TLS 1.1, at some point they may move to blocking this on certain traffic. They don't particularly want decrypt the traffic for this due to complaince and organizational policies, and they want to be able to run reports so doing a No decrypt with a profile isn't exactly helpful either. It seems like the best way to accomplish this is through a threat signature that would have either the SSL Client or the Server Hello context which contains the protocal version is 0x030#. This is only 2 of the 7 required bytes so I am not positive what else to match on. Alternatively, with TLS can you still do an equal to match on SSL-rsp-version and if so what values to the TLS versions much against? Would it be 4,5,6? Thank you,",2,"
		3 REPLIES 3
",", custom Signatures, threat, tls",,,12-22-2017,08:04 AM
3,477341,Custom Signatures,JimmyChernega,L0 Member,Minimal configuration for  Custom Apps,"Our programmer wrote an app that uses TCP/9901 and 9902 to transfer data between the East and West buildings.  Let's call it JC-App.   What is the minimum configuration on both the East and West Firewalls?  Also, what would need to be added to require the use of Application Override ??   Thanks.  jc",0,"
		0 REPLIES 0
",,,,03-31-2022,11:13 AM
4,300532,Custom Signatures,Gianpiero,L1 Bithead,Convert ScreenOS Multicast static route to PaloAlto,"Hi all,i'm finally converting an old Juniper ScreenOS firewall to a PaloAlto firewall (5020). I have some problem to understand how to convert some Multicast static Routes.On screen os i have this specific entry for ex: GUI:Type: Static, ForwardingSource IP: 192.168.100.126Mgroup: 239.0.0.2Incoming Interface: eth3/6.3Outgoing interface: eth3/6.2 cli:set mroute mgroup 239.0.0.2 source 192.168.100.126 iif ethernet3/6.3 oif ethernet3/6.2Multicast policy:Source:12Destination: emptyMessages: IGMPBidirectional: yes set access-list 12set access-list 12 permit ip 239.0.0.2/32 10set access-list 12 permit ip 239.0.0.3/32 20  Can you help me how to configure this on PaloAlto? Thnxxx a lotGianpiero",0,"
		1 REPLY 1
",,,,11-25-2019,01:25 AM
5,469555,Custom Signatures,LCMember3265,L0 Member,Anyone know how to compare two headers in custom spyware signature?,"Anyone know how to compare two headers in custom spyware signature?ie ""http-req-host-header"" == ssl-req-client-hello   ",0,"
		1 REPLY 1
",,,,03-01-2022,10:57 AM
6,211714,Custom Signatures,SethArnoff,L1 Bithead,Allow iOS Ring doorbell,"Hello,I'm looking for a proper way to allow the iOS Ring app to connect back to the video feed from an iOS device. Android phones work with no issue. The problem is that it reports the web URL category as ""unknown"" which I am currently blocking.I wrote my policy (below) to allow ssl traffic for all unauthenticated users (mobile devices) to connect to the Ring IP address range, and assigned a new URL filtering policy that mirrors our current URL filtering policy, with the exception that ""unknown"" category is set to Alert instead of block.  Is there a more proper way to do this?The Ring ports are here: https://support.ring.com/hc/en-us/articles/205385394-What-Ports-Do-I-Need-to-Open-in-My-Firewall-for...Specifically the iOS ports TCP out 80, 443, 5223, 15064 and UDP out 53, 123, 18306 - 63919Ring IP range: 35.174.122.0-35.174.123.255",0,"
		8 REPLIES 8
",,,,04-25-2018,08:02 AM
7,462772,Custom Signatures,OyvindM,L0 Member,Custom App for unknown SIP traffic,"Hi. I need to create a Custom App for SIP traffic that is not identified by the firewall. I see that you can match on the sip headers but not sure how to write the pattern.  Have done capture of the traffic and this is what I got...What can be used here and how do I write the pattern? INVITE sip:2574@10.100.118.40 SIP/2.0Min-SE: 300Date: Wed, 02 Feb 2022 11:11:28 GMTCSeq: 1 INVITEVia: SIP/2.0/UDP 10.100.254.103:5060;branch=z9hG4bK1b1aeaa5-f022-1910-8d14-00d8614b2eed;rportSession-Expires: 3600;refresher=uasUser-Agent: NVTVoIP/8.3.0.1765From: ""Seng 2128"" <sip:nvm@10.100.254.103>;tag=1b1aeaa5-f022-1910-8d11-00d8614b2eedCall-ID: 1b1aeaa5-f022-1910-8d12-00d8614b2eed@FANTOFTMBBSupported: timer, x-siemens-sipqv2Organization: New VoiceTo: <sip:2574@10.100.118.40>P-Asserted-Identity: ""Seng 2128"" <sip:nvm@10.100.254.103>Contact: <sip:nvm@10.100.254.103>Allow: INVITE,ACK,OPTIONS,BYE,CANCEL,SUBSCRIBE,NOTIFY,REFER,MESSAGE,INFO,PINGContent-Type: application/sdpContent-Length: 308Max-Forwards: 70 v=0o=- 1643800288 1 IN IP4 10.100.254.103s=Opal SIP Sessionc=IN IP4 10.100.254.103t=0 0m=audio 5144 RTP/AVP 8 0 101 100a=sendrecva=rtpmap:8 PCMA/8000/1a=rtpmap:0 PCMU/8000/1a=rtpmap:101 telephone-event/8000a=fmtp:101 0-16,32,36a=rtpmap:100 NSE/8000a=fmtp:100 192-193a=maxptime:240SIP/2.0 100 TryingTo: <sip:2574@10.100.118.40>From: ""Seng 2128"" <sip:nvm@10.100.254.103>;tag=1b1aeaa5-f022-1910-8d11-00d8614b2eedCall-ID: 1b1aeaa5-f022-1910-8d12-00d8614b2eed@FANTOFTMBBCSeq: 1 INVITEVia: SIP/2.0/UDP 10.100.254.103:5060;received=10.100.254.103;branch=z9hG4bK1b1aeaa5-f022-1910-8d14-00d8614b2eed;rport=5060Content-Length: 0 SIP/2.0 180 RingingAllow: INVITE, ACK, CANCEL, BYE, PRACK, NOTIFY, REFER, SUBSCRIBE, OPTIONS, UPDATEContact: sip:10.100.118.40User-Agent: OmniPCX Enterprise R11.2.2 l2.300.31.bP-Asserted-Identity: ""Gruppe 7-1 Oster"" <sip:2574@nordhord;user=phone>To: <sip:2574@10.100.118.40>;tag=b2de9e36b543975d4ff88de7dec5e216From: ""Seng 2128"" <sip:nvm@10.100.254.103>;tag=1b1aeaa5-f022-1910-8d11-00d8614b2eedCall-ID: 1b1aeaa5-f022-1910-8d12-00d8614b2eed@FANTOFTMBBCSeq: 1 INVITEVia: SIP/2.0/UDP 10.100.254.103:5060;received=10.100.254.103;branch=z9hG4bK1b1aeaa5-f022-1910-8d14-00d8614b2eed;rport=5060Content-Length: 0",0,"
		0 REPLIES 0
",,,,02-02-2022,03:51 AM
8,441544,Custom Signatures,Daniel_Itenberg,L2 Linker,Cortex XDR block file execution based on ico\file name,"Hi,I've been wondering - Is it possible to block the execution of a file by file name or ioc in the xdr?It sounds like a rather basic feature yet i can't seem to find anything about it in the docs - only thing i found is block file execution based on hash ",0,"
		1 REPLY 1
",", Cortex XDR, i",,,10-18-2021,04:09 AM
9,413613,Custom Signatures,SergiyL,L1 Bithead,"""email-headers"" and ""smtp-email-headers"" context in customer application definition","Hello,Is there any difference between ""email-headers"" and ""smtp-email-headers"" context in the customer application definition?I didn't find description of the ""smtp-email-headers"" context in ""Custom Application IDs and Signatures"" guide.Maybe ""email-headers"" can be used for any email protocol and ""smtp-email-headers"" only for SMTP?Thanks",0,"
		2 REPLIES 2
",", custom app IDs, email header, smtp-email-headers",,,06-16-2021,09:28 AM
