,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
0,131943,Endpoint (Traps) Discussions,chsmith,L1 Bithead,Welcome to the Palo Alto Networks Endpoint (Traps) discussion forum!,"This board has been created to provide a location in which to ask quick questions about the Traps product, (including information about the installation or management of the Endpoint Security Manager, the Traps endpoint agent, and the associated utilities), interesting configurations you've implemented, to initiate discussions about your experiences running Traps, and to connect with other Traps experts. You can find the Traps/Endpoint Knowledge Base here (opens in a new window/tab): Endpoint Articles (Please note that while this forum will include activity from the Traps support team, any urgent issues should be reported to Support directly to ensure prompt attention). Thanks for stopping by and joining the conversation!",18,"
		5 REPLIES 5
",", discussion, endpoint, Endpoint_discussion, TMS, traps",,,12-07-2016,05:32 PM
1,,Endpoint (Traps) Discussions,SutareMayur,,,,,,,,,,
2,455987,Endpoint (Traps) Discussions,MohanKumar1,L1 Bithead,Cyvera\Prevention folder piling up fast,"C:\ProgramData\Cyvera\Prevention folder piling up after installing cortex XDR is pilling up disk space. As of now almost 40GB space occupied. XDR was installed around 6 months back. .json files are creating every day.Rather than limiting log disk space, let me know what is the reason for creating these files and how to resolve. ",0,"
		2 REPLIES 2
",,,,12-30-2021,12:06 AM
3,436664,Endpoint (Traps) Discussions,QPMC-Paloalto,L0 Member,Where can I get Traps Endpoint Cleaner?,"Hi, We have used Traps version 6.1.3 at some end points. But these end-points disconnected from the console. We can not uninstall these traps and can not connect to the console. Please suggest how to uninstall or how to reconnect to the console. Otherwise provide the source for the Trapscleaner app.",0,"
		1 REPLY 1
",", advanced endpoint protection, endpoint security manager",,,09-25-2021,10:28 PM
4,467207,Endpoint (Traps) Discussions,ceapen01,L1 Bithead,headers for DNAT,"I am using source NAT for the DNAT policy due to certain network conditions. This is used to access a webserver hosted internally from public internet.Since DNAT policy NAT source IP, internal webserver does not get the actual source public IP. Is there anyway paloalto can pass the original source IP in some header info or something like that.",0,"
		1 REPLY 1
",", DNAT, header info, public IP, SNAT",,,02-21-2022,04:58 AM
5,283114,Endpoint (Traps) Discussions,Talgoe,L0 Member,Monitor the state of the Traps Agent,"Working on a dashboard to monitor the status of the Traps Agents we have on our environment.So far, I have found a registry keyHKEY_LOCAL_MACHINE\SOFTWARE\Palo Alto Networks\Traps\ProtectionStatusOf what I can understand Value data means the following:3=OK0=ERROR/FAILI have some Agents that report the Value data 1, and they have different errors, some say something about DB fail or Service fail etc.My question is what does the Value data 1 say?(We are running Traps version 6.1.0)",2,"
		1 REPLY 1
",,,,08-16-2019,04:23 AM
6,443116,Endpoint (Traps) Discussions,Unknown10,L1 Bithead,Any help about how to uninstall Traps 5.4.0.39901,"Hi guys, I have a question about Traps. I didn't install it but somehow it was installed to my laptop (this is home laptop, not business one). Now I want to uninstall it but it asked for uninstall password. And I obviously don't have one, because I didn't install it and set one. So is there anyway to uninstall it without the uninstall password? Thanks if you're willing to help.",1,"
		4 REPLIES 4
",,,,10-23-2021,08:04 PM
7,411936,Endpoint (Traps) Discussions,ben_netsol,L0 Member,SNMP v3 Traps Being Classified Incorrectly as snmpv3 instead of snmp-traps and Subsequently Denied,"Hi all,  I've run into an issue with our NGFW denying SNMPv3 trap messages passing through the firewall. I've worked around the issue by creating a policy referencing the snmpv3 app-id and a custom service of udp-162. Summary:Has anyone else run into this and raised a request to update the snmp-trap app-id (or create and snmpv3-trap app-id) with Palo support? Just wanting to check before I kick off that process. As I said above, I've solved the problem for the moment but SNMP v3 traps seems like something the Palo should natively support, given v3 has been around for a while. Ben.",0,"
		3 REPLIES 3
",", app-id, firewall, network security, NGFW, snmp, snmp-traps, snmpv3",,,06-08-2021,04:49 PM
8,440142,Endpoint (Traps) Discussions,RamyaMikkilinenaria-labeli,L0 Member,Deploying 10.0.7 on Azure using ARM template is failing,,0,"
		0 REPLIES 0
",,,,10-11-2021,02:42 PM
9,429072,Endpoint (Traps) Discussions,Mohammed_Yasin,L4 Transporter,After Uninstall Trap 7.2.2 - Cisco AnyConnect VPN started to work,"When logging into Cisco AnyConnect VPN, the prompt: Login denied. Your environment does not meet the access criteria defined by your administrator. After trying various methods, it cannot be solved:Then we have uninstalled the Traps - 7.2.2 from the machine,  the SSL-VPN started to work. I mean the Traps Uninstall made the VPN works   ",0,"
		1 REPLY 1
",", vpns",,,08-25-2021,03:19 AM
10,427271,Endpoint (Traps) Discussions,Mohammed_Yasin,L4 Transporter,Alert from Traps regarding malware detection  file “Wininfo.exe”.,Received a huge number of alerts from Traps regarding malware detection of the maximum system due to file “Wininfo.exe”. Please find of a snapshot of one system and suggest how to fix this. Is there any impact?,0,"
		1 REPLY 1
",,,,08-17-2021,01:14 AM
11,427438,Endpoint (Traps) Discussions,WiproSupport,L0 Member,Need assistance to analysis logs in ION devices,Need assistance to analysis logs in ION devices,0,"
		0 REPLIES 0
",,,,08-17-2021,04:31 PM
12,423933,Endpoint (Traps) Discussions,uiz13,L0 Member,uninstall traps 5.4.3,"Before buying licenses they shared a demo with me, but they didn't give me the password to uninstall,How can I update the traps version, because it asks me for password of the demo version",0,"
		1 REPLY 1
",", traps, uninstall",,,08-02-2021,09:14 AM
13,317055,Endpoint (Traps) Discussions,Mohammed_Yasin,L4 Transporter,ERROR:14090086:SSL routines: SSL3_GET_SERVER_CERTIFICATE: certificate verify failed,"I have installed a Trap agent and certificate in Red Hat 6 successfully. But when I try to pull a Trap log. The error message occurs,  ERROR: 14090086: SSL routines: SSL 3_GET_SERVER_CERTIFICATE: certificate verify failed What could be for this error coming.   ",0,"
		3 REPLIES 3
",,,,03-18-2020,07:32 AM
14,176242,Endpoint (Traps) Discussions,matin.logmein,L1 Bithead,Traps for Mac - Halting Xcode from running project,We have recently deployed Traps for Mac and we are running into issue where traps for mac halting xcode from executing an xcode project as seen here:We have confirmed that after removing Traps for Mac this xcode project runs.  The project is run /bin/ls /.  This was a generic test xcode project one of the devs within my company made so IT can reproduce the issue.  Any assistance would be greatly appreciated. Client logs do not state anything to do with xcode or an issue/unathorized/error.   ,0,"
		2 REPLIES 2
",", endpoint, mac, TMS, traps, Xcode",,,09-12-2017,08:08 PM
15,321883,Endpoint (Traps) Discussions,Rob-Basil,L1 Bithead,Low Severity events not showing in the new Cortex XDR 2.0 dashboard.,I used to be able to see the low severity events in the old traps dashboard but no longer see them anywhere in the new Cortex XDR 2.0 dashboard that we were upgraded to over the weekend (Great looking dashboard by the way). Any ideas? ,0,"
		11 REPLIES 11
",", 2.0, alerts, Cortex, Cortex XDR, logs, Upgrade-Downgrade",,https://live.paloaltonetworks.com//t5/endpoint-traps-discussions/low-severity-events-not-showing-in-the-new-cortex-xdr-2-0/m-p/321898#M865,04-09-2020,07:26 AM
16,395361,Endpoint (Traps) Discussions,YAlhazmi,L1 Bithead,Behavioral threat detected (rule: virtual_protect_hide_rwx) Triggering More Often Since Last Week?,"Hello everyone, We have seen this alert triggering more often since last week for different causes. For example, we have an in-house developed application that launches chrome and Cortex triggers the rule: virtual_protect_hide_rwx based on this action. Any ideas if this was added lately? The reason why it triggers on opening chrome is because the chrome process will do some memory injections itself.",0,"
		1 REPLY 1
",,,,04-01-2021,02:16 AM
17,131943,Endpoint (Traps) Discussions,chsmith,L1 Bithead,Welcome to the Palo Alto Networks Endpoint (Traps) discussion forum!,"This board has been created to provide a location in which to ask quick questions about the Traps product, (including information about the installation or management of the Endpoint Security Manager, the Traps endpoint agent, and the associated utilities), interesting configurations you've implemented, to initiate discussions about your experiences running Traps, and to connect with other Traps experts. You can find the Traps/Endpoint Knowledge Base here (opens in a new window/tab): Endpoint Articles (Please note that while this forum will include activity from the Traps support team, any urgent issues should be reported to Support directly to ensure prompt attention). Thanks for stopping by and joining the conversation!",18,"
		5 REPLIES 5
",", discussion, endpoint, Endpoint_discussion, TMS, traps",,,12-07-2016,05:32 PM
18,,Endpoint (Traps) Discussions,SutareMayur,,,,,,,,,,
19,383197,Endpoint (Traps) Discussions,CyberEye,L2 Linker,Traps Upgrade from 4.1.2 to 4.2.7,"Hi Folks, Traps upgrade is getting failed while am trying to upgrade the traps agent from 4.2.1 to 4.2.7 through the ESM console with the help of the 4.2.7 upgrade Package.In Parallel I am planning to upgrade the Agent through the other tool like desktop central and the SCCM. Kindly help to get the procedure for this task. Can we use the upgrade package if we are upgrading through the external tool?  ",0,"
		2 REPLIES 2
",", Traps ESM",,,01-31-2021,10:41 PM
20,385151,Endpoint (Traps) Discussions,AsifSid,L2 Linker,How to push content updates in Cortex xdr,"Hi All, Here is an issue I am facing, We have a large number of endpoints which are running old content update version, Other systems are running the latest content version. Is there any way where I will push the content version from the cortex console, Basically I need to make sure all the systems are running the latest content version.  Please assist.  RegardsAsif Siddiqui",0,"
		1 REPLY 1
",,,,02-10-2021,09:51 AM
21,383795,Endpoint (Traps) Discussions,Mo-Abdelhalim,L0 Member,Migrate to cortex XDR after ESM license expire,"Hi all,ESM license is going to expire on Sunday 7 February 2021, will I be able to access to ESM and do migration through agent action ?Will I be able to access on same day of expiration ?Thank you,",0,"
		0 REPLIES 0
",,,,02-04-2021,03:41 AM
22,365234,Endpoint (Traps) Discussions,jgchang8,L0 Member,Traps 4.2 Compatibility with Big Sur,Is there a plan to update Traps 4.2 to be compatible with OS X 11 Big Sur or do I need to start planning to upgrade to Cortex ESM?,0,"
		2 REPLIES 2
",", Big Sur, traps",,,11-24-2020,06:45 AM
