,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
0,149783,Threat & Vulnerability Discussions,,Not applicable,Welcome to the Threat and Vulnerability Discussion Board,"Welcome to the Threat and Vulnerability ForumThe purpose of this forum is to discuss security vulnerabilities and threats. Palo Alto Networks believes that understanding todays threat landscape is critical to effectively detecting and preventing cybersecurity attacks. We would like to provide an environment in which to foster discussion of vulnerabilities, malware, and other threats with a focus on how to effectively detect and prevent their impact through successfully deploying the Palo Alto Networks security platform. Reporting vulnerabilities in Palo Alto Networks products should be directed to our Product Security Incident Response Team (PSIRT) for investigation. Details of which can be found here: https://www.paloaltonetworks.com/security-disclosure. When creating a discussion, try to provide as much detail as possible to better assist your peers in understanding what exactly you need. Additionally, please sure to bookmark and visit our Unit 42 Research blog frequently for the latest in-depth research and insight into the continually evolving threat landscape: http://researchcenter.paloaltonetworks.com/unit42/   Finally, be sure to keep up-to-date with all posts to this board by subscribing for notification alerts on new posts and replies. Here's an article on how to subscribe: https://live.paloaltonetworks.com/t5/Getting-Started/Email-Notifications-for-Subscribed-Activities/t...",3,"
		0 REPLIES 0
",", PSIRT, threat, vulnerability",,,03-27-2017,04:16 PM
1,,Threat & Vulnerability Discussions,Doyenadmin,,,,,,,,,,
2,374153,Threat & Vulnerability Discussions,ankajDhobe,L2 Linker,Check and help resolving VAPT reported issues Global Protect SSL VPN Url,"We have done VAPT on our Global protect URL link and identified 3 VA,Kindly check and help resolving this at earliest.1) Absence of CSRF tokens :-No Anti-CSRF tokens were found in a HTML submission form.A cross-site request forgery is an attack that involves forcing a victim to send an HTTP request to a target destination without their knowledge or intent in order to perform an action as the victim. The underlying cause is application functionality using predictable URL/form actions in a repeatable way. The nature of the attack is that CSRF exploits the trust that a web site has for a user. By contrast, cross-site scripting (XSS) exploits the trust that a user has for a web site. Like XSS, CSRF attacks are not necessarily cross-site, but they can be. Cross-site request forgery is also known as CSRF, XSRF, one-click attack, session riding, confused deputy, and sea surf. 2) Missing secure Flag Attributes in the Encrypted Session (SSL) Cookie:-The Session Cookie Does Not Have ""Secure"" Attribute.The Secure Attribute Tells The Browser To Only Use This Cookie Via Secure/Encrypted Connections. This measure makes certain client-side attacks, such as cross-site scripting, slightly harder to exploit by preventing them from trivially capturing the cookie's value via an injected script.3) Referrer-Policy Header is not implemented:-It was observed that, Referrer-policy is not implemented in response header.Referrer-Policy is a security header designed to prevent cross-domain referrer leakage.Also, VAPT team has provided following links for 3 vulnerabilities1) http://projects.webappsec.org/Cross-Site-Request-Forgeryhttp://cwe.mitre.org/data/definitions/352.html 2) https://www.paladion.net/blogs/cookie-attributes-and-their-importancehttps://www.maravis.com/protecting-web-application-cookies-by-restricting-scope/ 3) https://scotthelme.co.uk/a-new-security-header-referrer-policy/",0,"
		2 REPLIES 2
",,,https://live.paloaltonetworks.com//t5/threat-vulnerability-discussions/check-and-help-resolving-vapt-reported-issues-global-protect-ssl/m-p/376158#M1006,12-14-2020,04:20 AM
3,508662,Threat & Vulnerability Discussions,Doyenadmin,L0 Member,DNS Sinkhole,"Hi guys, I have Threat prevention license in my PA-3200 Series firewall but when i configure dns sinkhole in antispyware I am getting Warning: ""No Valid DNS Security License"" during commit, do i need to buy DNS license to work with sinkhole feature.  Please suggest.",0,"
		3 REPLIES 3
",,,https://live.paloaltonetworks.com//t5/threat-vulnerability-discussions/dns-sinkhole/m-p/508966#M1699,07-13-2022,09:23 AM
4,420234,Threat & Vulnerability Discussions,Deepak25,L3 Networker,Vulnerability - HSTS header does not contain includeSubDomains,This vulnerability is detected on global protect public ip. HSTS header does not contain includeSubDomainsThe HTTP Strict Transport Security (HSTS) header does not contain the includeSubDomains directive. This directive instructs the browser to also enforce the HSTS policy over subdomains of this domain.Expected Headers > strict-transport-security: max-age=[anything]; includeSubDomains; ...Actual max-age=31536000; Panos version installled 9.1.7. anyone aware about this vulnerability and resolution ?,1,"
		8 REPLIES 8
",,,,07-18-2021,06:18 PM
5,508059,Threat & Vulnerability Discussions,johncassell,L0 Member,Moving from RSA to ECDSA,"Hi, we are using some RSA certs and due to a vulnerability we need to swap them for ECDSA. Our usual cert provider doesn't offer ECDSA. Could someone suggest the best way to obtain this please? I wasn't sure if OpenSSL was a valid option? Thanks, John",0,"
		2 REPLIES 2
",,,,07-06-2022,03:04 AM
6,411800,Threat & Vulnerability Discussions,MatsApplesauce,L1 Bithead,URL Blocking not working,"HelloCan anyone explain why this doesn't work?I added misoft5.s3.us-east-2.amazonaws.com and misoft5.s3.us-east-2.amazonaws.com/* to my blocked URL list.If I type in misoft5.s3.us-east-2.amazonaws.com in a browser I get the BLOCKED page. All is well.But the users are clicking on a bad link, https://misoft5.s3.us-east-2.amazonaws.com/login.mcrs0ftonline.com.common.oauth2verifyoutlook.authco...And that is NOT blocked. WHY NOT??? I seem to have this problem every time I block an URL, I feel like I have to add the domain name 5 different ways just so maybe it will be blocked.I appreciate any help or guidance with this.I do not have SSL decryption turned on. Thank you ",0,"
		6 REPLIES 6
",", microsoft, URL blocking, URL filtering",,,06-08-2021,08:40 AM
7,508191,Threat & Vulnerability Discussions,Lvenkata306,L0 Member,panos-cve-2020-2039,how to fix vulnerabilities in palo alto,0,"
		1 REPLY 1
",,,,07-07-2022,03:16 AM
8,418052,Threat & Vulnerability Discussions,spatial,L0 Member,Container scanning(Basic question),"Hi,           Ours is a digital bank. We are in the process of picking a tool to scan the docker images in the AWS code pipeline. While we were scanning using the default ECR scan process we noticed CVE-2021-33574, CVE-2019-25013, CVE-2021-3520. These are related to C libraries which we have nothing to do with.So we need to pick tools like Twistlock to guide us. Even though we know the severity levels we just don't understand what these 3 vulnerabilities are about. Generally they seem to be about DOS attacks but we want a more friendly set of messages and proper guidance. We also don't know what will fix these as it is a default OS layer that AWS provides. Will Twistlock  help ? Which technical paper or site gives us a set of usage instructions ?  Thanks.",0,"
		2 REPLIES 2
",", aws, pan-os",,,07-09-2021,02:22 AM
9,506212,Threat & Vulnerability Discussions,DmitryGR,L0 Member,False Positive,"Hello,Please fix false positive detection: https://www.virustotal.com/gui/file/5259f523e41ffa42af0753df4c020f911a585b311c3267f17703c14920a352b8...Thank you!",0,"
		5 REPLIES 5
",,,,06-25-2022,01:57 PM
