,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
0,508975,Next-Generation Firewall Discussions,qdimclark,L2 Linker,Google Cloud VPN IKE-SA-INIT packets being dropped,"I built a site-to-site VPN between GCP and a PA3250, which is not working. Surely, I'm missing something. The GCP vpn points to the same interface and IP that other VPNs successfully use on the Palo. I added a Sec policy to allow the GCP IP and the Palo IP to set up Phase 1. However, the Palo drops the inbound IKE-SA-INIT packets. They are getting caught by the INTRAZONE Default rule. I've verified the IP addresses, the IKE paramters, the PSK, and the Sec policy. In fact I've rebuilt this a few times by completely deleting everything on the GCP side and the related configs in the Palo. To test I set up a VPN from the same GCP project to a different PA3250 with a different IP address and that tunnel works flawlessly. Everytime I've rebuilt the VPNs I get a different public IP from GCP. So, it's not an issue with their IP addresses. What appears to be happening, but I can't verify is that the PA3250 with the issue Policy Denies the packets and just drops all subsequent packets from that address. Like it's cached somewhere. As a test I deleted the VPN config from both sides before leaving yesterday. I created them from scratch this morning, about 14 hours later, with the same results. The first packet gets denied and nothing else. When I run test vpn ike-sa gateway ******** from the cli, a packet capture shows that the outbound packet from the Palo gets dropped. I've scoured both PA3250s for the difference, but only come up with the Palo IP address. Suggestions?",0,"
		0 REPLIES 0
",,,,07-14-2022,09:22 AM
1,,Next-Generation Firewall Discussions,TomYoung,,,,,,,", Firewall, FW-Flex, NGFW, Pan-OS, Software, Virtualization, VM-Series",,,
2,508078,Next-Generation Firewall Discussions,LeonardoMachado,L1 Bithead,ssl inbound inspection in a  reverse proxy scenario,"Dear Community, I need to configure ssl inboud inspection in a scenario with 5 web services running behind a reverse proxy. The flow of traffic is as follow:Internet (same_public_ip) =>> PA ==(nat)=>> Reverse Proxy =>> Web Services Since PA will not be able to peek into the sll traffic to grasp which one is the aimed internal service to apply the right certificate (and open the traffic), I guess that in this scenario I would have only two choices: 1) Attribute one public ip for each single internal services (and NAT them back into the same reverse proxy)2) Remove reverse proxy (since PA would be much more efficient on analyzing the traffic than our reverse proxy) Am I right on these considerations?Any help would be appreciated.Thank you.",0,"
		5 REPLIES 5
",,,https://live.paloaltonetworks.com//t5/next-generation-firewall/ssl-inbound-inspection-in-a-reverse-proxy-scenario/m-p/508614#M215,07-06-2022,06:36 AM
3,508282,Next-Generation Firewall Discussions,Qui,L1 Bithead,DNS-base application,"Hi ALL,In our monitor log ,we see a lot of deny for a few PCs with ""dns-base"" application .Please see below:what is ""DNS-base"" and how do we allow it if needed.ThanksQL ",0,"
		2 REPLIES 2
",,,https://live.paloaltonetworks.com//t5/next-generation-firewall/dns-base-application/m-p/508442#M212,07-07-2022,05:36 PM
4,508360,Next-Generation Firewall Discussions,Schneur_Feldman,L0 Member,Best practices for Dynamic updates,"Hi, Does anyone know what the Best Practices are for dynamic updates?",0,"
		2 REPLIES 2
",,,,07-08-2022,10:49 AM
5,508309,Next-Generation Firewall Discussions,JokinLete,L1 Bithead,How to avoid split brain in active passive cluster,"Hi, We've got a installation with active-passive devices in different datacenters. We need to ensure that the primary device is always the active device when there is some problem between datacenters. We have configured virtual router path monitoring in the secondary device so it can check that the primary device is not reachable. But for some reason it does not work, and both devices get acitve status. How can we avoid it? Regards.",0,"
		1 REPLY 1
",,,,07-08-2022,02:15 AM
6,508290,Next-Generation Firewall Discussions,JoeKwok,L2 Linker,ACC Export PDF of application usage lack of colour,"Hi all, I found that when I Export PDF report of ACC application usage,the report cannot be displayed normally, it will be lack of colour of each application grid like below  How can I solve it? Is it normal or not? Any document mention this?",0,"
		0 REPLIES 0
",", acc, pdf",,,07-07-2022,07:47 PM
7,505154,Next-Generation Firewall Discussions,nkivskyi,L0 Member,LACP load balancing algorithm,"Hello Team, Where I can find information about how traffic balance between physical interfaces in case when LACP used?Can I choose balancing method in configuration (source/destination, MAC/IP Addr, L4 Ports)? I found information about traffic distribution mechanism in LAG for early versions of software (prior 6.1😞https://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA10g000000ClV5CAKBut there is no info in case when LACP using. Thanks",0,"
		1 REPLY 1
",,,,06-21-2022,06:56 AM
8,505780,Next-Generation Firewall Discussions,JarerkZajac,L1 Bithead,Decryption exception issue - no SNI - SCN: chat.signal.org,"Hi,how to add following decryption error (ssl-forward-proxy) to exceptions? - logs->decryption: dest address: ac88393aca5853df7.awsglobalaccelerator.com (shodan solves this ip /13.248.212.111/ also to service.signal.org; SNI - no value; SCN: chat.signal.org; error: General TLS protocol error - logs->traffic: destination like above; decrypted: no; app: ssl; session end reason: decrypt-cert-validation; action: allow; type: end What I have done:- device->cert management->SSL decrypt exclusion: chat.signal.org and *.signal.org -> exclude from decryption Other (almost all) exceptions work fine, but only this cert has no value for SNI (Server Name Indication). ",0,"
		1 REPLY 1
",", decryption exception, signal",,,06-23-2022,07:26 AM
9,506221,Next-Generation Firewall Discussions,chhowell,L0 Member,Can Palo use Akamai custom header (X-True-Source-IP),Can we use the Akamai custom header (X-True-Source-IP) in lieu of an XFF header?,0,"
		1 REPLY 1
",,,,06-25-2022,04:36 PM
10,507647,Next-Generation Firewall Discussions,Mohanlalsaini,L1 Bithead,Logs showing same Zone for interzone traffic,"HI team,We are try to reach from one zone to another zone in Palo alto firewall. We are able to reach but in the logs something weird we are seeing. the source zone and destination zone is same in the logs for different zone traffic. Is there any clue about this why its happening ?Thanks in advance.   ",0,"
		1 REPLY 1
",,,,07-01-2022,03:57 AM
11,507446,Next-Generation Firewall Discussions,Abhishekrs987,L0 Member,Palo alto denying the traffic randamly,"A simple rule is created in my firewall, where the traffic is allowed from our servers to the fqdn which is reaiding in internet. Application is as any and in service 443 is allowed. Sometimes firewall is allowing the traffic , sometimes it is denying. The only difference which i observed on the log is action source. If action source is from-policy traffic is allowed and if it is from-application traffic is blocked. I tried modifying the rule by adding ssl and web-browsing, but no luck  Please suggest here. ",0,"
		3 REPLIES 3
",,,,06-30-2022,08:08 AM
12,508159,Next-Generation Firewall Discussions,varunrao8,L0 Member,PA-VM HA Clustering architecture,"Hi All, We are working to deploy 4xPA-VM 300 firewalls in our 2 DCs. We would like to have a pair of Active/Passive firewalls in each DC. We would then want these 4 firewalls to be in a cluster as well.  Our objective is to have complete redundancy across DCs and intra-DC as well, but these firewalls to work as logically same firewalls and achieve the horizontal scaling scaling as well. Since both the DCs, although diff locations act as a single DC due to common IP addressing and the virtual environment. I am looking for some configuration steps or architecture around HA clustering. How does the IP addressing on these physicall different but logically same firewalls work? Would we need to create a Virtual IP that at as a gateway for the network to send the traffic to and then the 2 active/passive pairs in cluster load-balance it?  How does clustering work in case of failures, is there a concept of floating/virtual IPs in it or would I need different IP addressing on the HA pairs in each DC. Any help would be appreciated, couldn't find much in Palo docs except how to configure it. regards,V",0,"
		0 REPLIES 0
",", HA clustering",,,07-06-2022,10:15 PM
