,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
0,287364,VirusTotal,brcook,L2 Linker,VirusTotal Verdict Change Request for False Positive," This forum is here to enable those who are not Palo Alto Networks customers to submit a false positive verdict change request for a Palo Alto Networks verdict on VirusTotal. (i.e. malware or malicious verdict for a file that is demonstrably benign). Please submit the following information in the order listed below so that our team can investigate your claim and change verdicts when warranted. File Hash: <SHA256 hash>Link to Virustotal report for the file: <link>Current VirustTotal Verdict: <verdict>Description: <description> Our team will update each submission to this discussion forum at the conclusion of their research into your claim. Current Palo Alto Networks customers should open a support case and select a ""Product/Problem Area"" of 'Threat'. For information on contacting Palo Alto Networks support, click here.",4,"
		0 REPLIES 0
",,,,09-09-2019,06:41 AM
1,508313,VirusTotal,joedeveloper,L0 Member,False Positive (Generic.ml),"Hello Palo Alto Team,Presently getting a false positive for an installer file from our vendor ClairVista LLC. https://www.clairvista.com/ Their product provides the ability for our employees/agents to interact with a remote hardware kiosk that our customers use. Please re-review this false positive. Hash: 46e6216f97e5dced87bdfa664bad1123c419a223e997e39feb531f1ec868fedaFile: StudioWebInstaller.exehttps://www.virustotal.com/gui/file/46e6216f97e5dced87bdfa664bad1123c419a223e997e39feb531f1ec868feda... ",0,"
		3 REPLIES 3
",,,,07-08-2022,03:51 AM
2,508455,VirusTotal,Sandor,L1 Bithead,False Positive Submission (Generic.ml) - AutoLogger (renew),"I'm starting a new topic, because my addition in the old one is probably lost I'm using Autologger daily for many years at the several malware-hunter forums. The tools included in it are updated frequently.So VirusTotal flagged it as False Positive again.File Hash:33a8970658e7e333da0a041aff5ed34bfa6259e8Link to Virustotal report for the file:https://www.virustotal.com/gui/file/76944149d123e99c5a08cf0aa22e621f8c6516f057cc4649f043c28813ad1515...Current VirustTotal Verdict: 1/67Detection name: Generic.ml Description: AutoLogger is a tool intended to collect logs on user machines for malware analysts to help with curing the viruses. It consists of AVZ, RSIT, HiJackThis Fork and Check Browsers' LNK.Download link:- https://safezone.cc/resources/autologger-regist-drongo.59/ And please pay attention for another one link at VirusTotal report:https://www.virustotal.com/gui/file/c0ff22e2265082d98f99f356744d6557d10fe4fa05f0e25eac9dc04942ee342b...File Hash: 2bda4faad2dd7f8a390232e1a1a25515cd5a5f61This is special Autologger_XP for XP systems. And it have same detection: Generic.ml Download link: https://www.safezone.cc/resources/autologger-regist-drongo-for-xp.221/ Please exclude it if it is possible. Thanks in advance.",0,"
		2 REPLIES 2
",,,,07-11-2022,12:43 AM
3,508431,VirusTotal,csia,L1 Bithead,False positive in v9.6 update,"Dear PaloAlto,Hi, I updated the app on July forBug Fix of audio extraction and video compressionYour detection engine is flagging my app as detected.My website is https://medlexo.ml/ 32bit: https://www.virustotal.com/gui/file/703f9a16b988a25e321aff001d1a70af9b322604d55281049554be3685c8fda2...64bit: https://www.virustotal.com/gui/file/440b4b6ac62fc3168a061d1daea3f4acd1508c47812ee68effb2ce66ca0dbe3d...  please check @DaBone",0,"
		1 REPLY 1
",,,,07-10-2022,01:44 PM
4,508195,VirusTotal,Sandor,L1 Bithead,False Positive Submission (Generic.ml) - RSIT,"Hello, I'm asking you to remove a false positive to another known tool called Random's System Information Tool which produced in two versions - one for x86 and one for x64 system. File Hash for x86: 643f9279743c1737607e4a69d5dfcc3f692e495ac84c50205f6c613c2055919aFile Hash for x64: e119101ce1753c2ef56fdffddb5fe940961a72a106fa62efcb35f432615a9567Link to Virustotal report for the x86: https://www.virustotal.com/gui/file/643f9279743c1737607e4a69d5dfcc3f692e495ac84c50205f6c613c2055919a...Link to Virustotal report for the x64: https://www.virustotal.com/gui/file/e119101ce1753c2ef56fdffddb5fe940961a72a106fa62efcb35f432615a9567...Download links:https://www.safezone.cc/resources/randoms-system-information-tool-rsit-dlja-win-x86.4/downloadhttps://www.safezone.cc/resources/randoms-system-information-tool-rsit-dlja-win-x64.6/downloadDetection name for both: Generic.ml Also I'd like to admit that this tool RSIT is included in Autologger. Thanks in advance.",0,"
		2 REPLIES 2
",,,https://live.paloaltonetworks.com//t5/virustotal/false-positive-submission-generic-ml-rsit/m-p/508334#M2200,07-07-2022,03:59 AM
5,508306,VirusTotal,gsteam,L1 Bithead,False Positive (Generic.ml),File Hash:Link to Virustotal report for the file: https://www.virustotal.com/gui/file/041ae2de93e828004d528f510da4a4da36b1f5c4fe9a7bd1415cc75e70442267...Current VirustTotal Verdict: Generic.ml (1/68) Hello! Please whitelist this.  Thanks,0,"
		1 REPLY 1
",,,,07-08-2022,01:25 AM
6,407829,VirusTotal,diskretor,L0 Member,False Positive Submission (Generic.ml) - AutoLogger,"Hi,Please help us remove a false positive, given to ""AutoLogger"", version 2021-05-19.The program is clean and doesn't contain any unwanted behavior.File Hash: 8f1b5891a450787544f3bdd2ce86f4feb304f375b803f1c196738a7bb81f130dLink to Virustotal report for the file: https://www.virustotal.com/gui/file/8f1b5891a450787544f3bdd2ce86f4feb304f375b803f1c196738a7bb81f130d...Current VirustTotal Verdict: 1/68Description: AutoLogger is a tool intended to collect logs on user machines for malware analysts to help with curing the viruses. It consists of AVZ, RSIT, HiJackThis Fork and Check Browsers' LNK.Download link:- https://safezone.cc/resources/autologger-regist-drongo.59/Detection name: Generic.mlThank you.",0,"
		3 REPLIES 3
",,,,05-19-2021,12:34 PM
7,507857,VirusTotal,devops_neurosenaria-labelsum,L0 Member,SaaS portal for Surveysensum is getting blocked for False Positive,Hi I represent Surveysensum platform your firewall is blocking our portal on one of our client's network. It is a false positive as we have done a complete scan on both Sucuri and VirusTotal. please have a look belowFor - https://portal.surveysensum.com File Hash: Link to Virustotal report for the file: https://www.virustotal.com/gui/url/03af81370f09bfb82be00ccc389db6e4cc236d4cc4b6b92a6b39cd70bf4de9cfCurrent VirustTotal Verdict: https://www.virustotal.com/gui/url/03af81370f09bfb82be00ccc389db6e4cc236d4cc4b6b92a6b39cd70bf4de9cfDescription: Currently being blocked by the Firewall. whereas the scans shows them clean. I'm also attaching my VirusTotal report for the root domain(surveysensum.com) for more proofs.https://www.virustotal.com/gui/url/0ea52cd91f42b9573ae82df6cf8b592fe4ec4ddb3258c982a58eeaead80f9baf/... Please help us remove this False positive as it is affecting our paid users and they are unable to reach to our services. ,0,"
		3 REPLIES 3
",", falsepositive",,https://live.paloaltonetworks.com//t5/virustotal/saas-portal-for-surveysensum-is-getting-blocked-for-false/m-p/507968#M2191,07-04-2022,03:46 AM
8,500191,VirusTotal,za.emet,L1 Bithead,NTP and Bittorrent traffic issue,"Hello and sorry for my poor English.I wrote this question/feedback before here, but no one wrote an answer. I decided to share it here as well. We are a member of pool.ntp.orgOur time server url is ntp.cbu.edu.trBeginning May 19th problem appeared on our NTP service. We started getting a lot of bittorrent requests. Of course, requests were denied. However, pool.ntp.org started reporting that we were not responding to ntp requests.We captured the packets that PaloAlto detected as bittorrent. When we examined the packages, we could not see anything other than ntp traffic.As a result, we think that PaloAlto mistakenly detected ntp traffic as bittorrent traffic.If you want to examine it, I'm putting a file here that the packages we capture. Thank you.",0,"
		11 REPLIES 11
",,,https://live.paloaltonetworks.com//t5/virustotal/ntp-and-bittorrent-traffic-issue/m-p/507632#M2188,06-06-2022,05:50 AM
9,506558,VirusTotal,cguide,L1 Bithead,False positive: Generic.ml,,0,"
		4 REPLIES 4
",,,,06-27-2022,12:33 PM
