,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
0,302749,Panorama Discussions,BrianHill,L1 Bithead,Importing and Managing Shared Gateway in Panorama,"Does Panorama support managing shared-gateways?  I found one unanswered post on it, but I haven't found a conclusive statement on it in the official documentation.  I recently tried to import a firewall into Panorama, but sg1 didn't seem to import with the rest of the vsys(s).",1,"
		9 REPLIES 9
",", panorama, shared-gateway, vsys",,https://live.paloaltonetworks.com//t5/panorama-discussions/importing-and-managing-shared-gateway-in-panorama/m-p/315509#M220,12-09-2019,11:12 AM
1,,Panorama Discussions,avelK,,,,,,,", Cortex Data Lake, Management, Panorama",,,
2,508416,Panorama Discussions,Raja.danduluri,L0 Member,Panorama GUI login fails with error 403 forbidden,"Getting error message as ""error 403 forbidden""  when trying to access panorama from IE,Firefox browsers which used to work fine earlier, however the cli seems to work fine. Any possible solution on this ?",0,"
		2 REPLIES 2
",,,,07-09-2022,11:07 PM
3,508383,Panorama Discussions,CFalknerSed,L0 Member,Getting Set VSYS message when creating Panorama certificates,"I am creating a certificate/CSR for my management TLS login.  I created a cert, but when going to export the CSR, or anything else on the bottom bar, I get a hovering message ""You need to assign a default VSYS to current template first""  I can't find anywhere in Panorama to set the VSYS, all my device templates have VSYS1, Tried many documents, search phrases, even exact pop-up, but can't seem to find the answer. Thanks in advance.",0,"
		2 REPLIES 2
",,,,07-08-2022,07:39 PM
4,508506,Panorama Discussions,Metgatz,L3 Networker,Automatically assign and/or quick method to multiple ( 500+ ) security policies the log forwarding profile.,,0,"
		0 REPLIES 0
",", FirewallsPolicy, ForwardingtoPanorama, logforwarding, MultiplesPolicy",,,07-11-2022,12:21 PM
5,508448,Panorama Discussions,miaocongcong,L1 Bithead,question about panorama and proxy server,"Hi，Bro The customer's network environment does not have direct access to the Internet, but wants panorama to update the contents and software of the managed firewall device through a proxy server. So the proxy server is configured to allow access to updates.paloaltoneytworks.com. We found that only updates.paloaltoneytworks.com is released on the proxy server, and panorama cannot obtain the license of the managed firewall, so it is impossible to update the contents and software of the managed firewall through panorama. what other domain names should be allowed ？",0,"
		1 REPLY 1
",,,,07-10-2022,09:13 PM
6,508436,Panorama Discussions,Metgatz,L3 Networker,"Service object injected from Panorama, local view on firewall says destination port [ object Object ].","Service object injected from Panorama, local view on firewall says destination port [ object Object ]. Thank you very much as always. Can you support and help me by confirming if this is completely normal behavior. I have a Panorama and I am injecting a new service to two firewalls in HA that share the same Template/Template Stack. Well my doubt is because if I enter the firewall where it was already correctly injected/push the config the object is like: Test Object: Test, it appears in yellow marking that it has been injected from Panorama and but in the column, to see the destination port does not appear the tcp port, which was set from Panorama Device-Group, it only says [ object Object Object ]. If I go, for example, to look at the security policy used by this service and query for the value of the service, I get Name: test Protocol: TCP port: 8888. In the local firewall Web-Gui:Local-FW-Gui-gui-Destination-port View-Check Value From Local-web gui Security Policy Setion, and check Value of Test Service, and show the tcp/port 8888From PANORAMA WEB-GUI View:From Panorama WEB-GUI  Please can you tell me if this is a totally expected behavior, that when checking directly and locally the object, in yellow, as it comes from Panorama, it only says [ object Object Object ] in the destination port section, but if I check it in the policy when querying for the value if it appears. Thank you very much, I remain attentive, best regards.",0,"
		4 REPLIES 4
",,,https://live.paloaltonetworks.com//t5/panorama-discussions/service-object-injected-from-panorama-local-view-on-firewall/m-p/508452#M1006,07-10-2022,03:12 PM
7,508418,Panorama Discussions,Metgatz,L3 Networker,Panorama - Template imports cert for management a then push to firewall - Config Management MGT SSL/TLS GUI,,0,"
		0 REPLIES 0
",,,,07-10-2022,12:36 AM
8,496620,Panorama Discussions,Metgatz,L3 Networker,Panorama - Force Template Value Option,"Hello good evening: As always, thank you very much for the support, collaboration, support and help.I have the following important question regarding a PANORAMA function, in relation to the ""Forced Template Values"" option.According to the documentation, this option performs the following function:Merge with Cadidate Config = Option to merge the template configuration on panorama with the Candidate Configuration in the device.Force Template Values ​​= Forces the Panorama template values ​​to be applied on the device The official help documentation on Panorama says the following:IP/hostnamePANORAMA/PAN_help/en/wwhelp/wwhimpl/js/html/wwhelp.htm#href=panorama-commit-operations.htmlForce Template Values:(Disabled by default) Overrides all local configuration settings and removes all objects on the selected firewalls that don't exist in the template or template stack or that are overridden in the local configuration. The push operation reverts all existing configuration on the firewall and ensures that the firewall inherits only the settings defined in the template or template stack.If you push a configuration with Force Template Values ​​enabled, all overridden values ​​on the firewall are replaced with values ​​from the template. Before you use this option, check for overridden values ​​on the firewalls to ensure your commit does not result in any unexpected network outages or issues caused by replacing those overridden values.My important doubt since executing a bad action could apply changes that could affect the correct functioning of the Firewall, the doubt is with the ""Force Template Values"" option. **- This example option if I configure the DNS in Panorama to be able to override the LOCAL configuration of the firewall, which has other DNS and I want to configure both the DNS and the proxy from PANORAMA, with this option it would allow me to execute said change and override local settings ?**- In addition to this and the special care with this option is what happens in the example case if at the local level I have configurations of HA, of the IP of the MGT and at the Template/Template Stack level I do not have any configuration associated with these configurations, that is, configurations that are turned on that remain local, if I do not have any option in the template, no associated configuration and I only want to example adjust and replace the local configuration of the DNS, the Proxy and the NTP when using ""Force Template Values"" anyway, even if you don't have anything set in them, it will step on all the locales ? that is, I would leave them blank, thinking that I have nothing associated with HA, the MGT interface, when using ""Force Template Values"" in order to only step on and apply the DNS, proxy and NTP from the Panorama template, this option will not affect the local values ​​of HA and MGT ? I remain attentive, in advance thank you very much for the support and collaboration Best regards",0,"
		1 REPLY 1
",", firewall, Force Template Value, local, panorama, template, TemplateStack",,,05-31-2022,10:42 PM
9,502873,Panorama Discussions,treysgrun,L0 Member,Hide/show local configuration objects,"Was running 9.1 on all firewalls.  10.0 on Panorama.  Then something stupid happened and couldn't sync my HA pairs. I was forced to upgrade everything to 10.1.5. In the name of all that's stupid, on my local firewalls, when I log in, it shows me both the locally configured ipsec tunnel and the panorama configured tunnel object (the green gear). Is it possible to show me just ONE???? I have been searching for the last 2 hours for how to hide one or the other - the local or template pushed configuration elements, I don't really care which since they should be identical, and I'm sure it's simple, but why isn't it obvious.  Screenshot for reference - we have over 300 tunnels:   ",0,"
		1 REPLY 1
",,,,06-10-2022,04:16 PM
