,Post ID,Discussion Group,Author,Author Label,Topic,Body,Likes,Replies,Tags,Labels,Solution Link,Date,Time
0,434557,Prisma Access Discussions,jdelio,Community Team Member,New Prisma SASE!!,"Just incase you missed it, I have written a blog talking all about the new Prisma SASE solution.. Palo Alto Networks Unveils Prisma SASE: Cybersecurity's Most Complete SASE Solution Please take a minute and check it out. ",3,"
		1 REPLY 1
",,", Prisma SASE",,09-16-2021,11:10 AM
1,,Prisma Access Discussions,d-schatz,,,,,,,", GlobalProtect-COVID19, Learning, Prisma, Prisma Access, Prisma Access 2.0, Prisma Access 2.0 Upgrade, Prisma Access Cloud Management, Prisma Cloud, Prisma SASE, PrismaAccess-COVID19, strata, upgrade",,,
2,508456,Prisma Access Discussions,droG,L0 Member,Feature request - Check Prisma Access backbone routing table,"Hello, Can I request the devs to build some feature to check the infrastructure (Prisma Access backbone) routing table? Something similar to Looking Glass but for the Prisma Access backbone. Currently it is possible to check the BGP information from the Service Connections and Remote Networks side, but not from the Service Infrastructure point of view. Sometimes there are routing issues, a new site could advertise a more specific subnet or a duplicate subnet, and this kind of tools would help to speed up the troubleshooting process and give more visibility instead of checking individually one by one all routing tables of all Remote Networks. Thanks,   ",0,"
		0 REPLIES 0
",,,,07-11-2022,01:06 AM
3,466433,Prisma Access Discussions,Yoshida,L0 Member,About BGP table of Prisma Access,"Hello.I have a question about Service Connection of Prisma Access. We have configured the Prisma Access Service Connection.SSH login is not allowed, so I need to check the status using WebGUI, API, or some other method.I would like to check the routing table and BGP table. Is there any way? Regards.Yoshida",0,"
		4 REPLIES 4
",,,https://live.paloaltonetworks.com//t5/prisma-access-discussions/about-bgp-table-of-prisma-access/m-p/475093#M320,02-16-2022,10:45 PM
4,486369,Prisma Access Discussions,smshafek,L1 Bithead,Prisma access without panorama,Hi!is set up of prisma access possible without panorama?Thanks!,0,"
		3 REPLIES 3
",,,,05-11-2022,07:30 AM
5,507400,Prisma Access Discussions,arooq,L0 Member,Move our GlobalConnect VPN portal connection to Prisma Access Cloud Portal.,"Hi Team,  Customer wants to move the GP portal from on-prem(PA5220s) to Prisma Access.Please help me with the required steps/config checks for smooth migration. Thanks!! Prisma Access GlobalProtect ",0,"
		0 REPLIES 0
",,,,06-30-2022,04:12 AM
6,505818,Prisma Access Discussions,d-schatz,L1 Bithead,405 Error when spinning up Terraform Prismacloud producer," We're getting a 405 Error ""405 not allowed"" when running ""terraform apply"" to invoke a Terraform prismacloud producer.  Anyone seen this?  This is most likely a simple Terraform syntax error.Thanks. Notes:1) ""terraform init"", ""fmt"", and ""validate"" all return without error2) vpn disabled, but still no success3) main.tf references a separate Prisma authentication json file     main.tf:    provider ""prismacloud"" {        json_config_file = "".prismacloud_auth.json""    }     .prismacloud_auth.json file    {        ""url"": ""app3.prismacloud.io"",        ""username"": ""xxxx-user-id"",        ""password"": ""yyyy-user-secret"",        ""protocol"": ""https""    } 4) This curl command returns valid html from Prisma, with no error 5) terraform.log snippet in TRACE mode shows:2022-06-23T16:14:53.869Z [DEBUG] checking for provisioner in "".""2022-06-23T16:14:53.872Z [DEBUG] checking for provisioner in ""/usr/bin""2022-06-23T16:14:53.872Z [TRACE] Meta.Backend: backend <nil> does not support operations, so wrapping it in a local backend2022-06-23T16:14:53.872Z [TRACE] backend/local: state manager for workspace ""default"" will:- read initial snapshot from terraform.tfstate- write new snapshots to terraform.tfstate- create any backup at terraform.tfstate.backup2022-06-23T16:14:53.872Z [TRACE] statemgr.Filesystem: reading initial snapshot from terraform.tfstate2022-06-23T16:14:53.873Z [TRACE] statemgr.Filesystem: read snapshot with lineage ""29bd2382-e9b4-60f0-c2f0-cb5a1f023fd6"" serial 12022-06-23T16:14:53.874Z [DEBUG] Service discovery for registry.terraform.io at https://registry.terraform.io/.well-known/terraform.json2022-06-23T16:14:53.874Z [TRACE] HTTP client GET request to https://registry.terraform.io/.well-known/terraform.json2022-06-23T16:14:53.906Z [DEBUG] GET https://registry.terraform.io/v1/providers/paloaltonetworks/prismacloud/versions2022-06-23T16:14:53.906Z [TRACE] HTTP client GET request to https://registry.terraform.io/v1/providers/paloaltonetworks/prismacloud/versions2022-06-23T16:14:53.918Z [TRACE] providercache.fillMetaCache: scanning directory .terraform/providers2022-06-23T16:14:53.918Z [TRACE] getproviders.SearchLocalDirectory: found registry.terraform.io/paloaltonetworks/prismacloud v1.2.6 for linux_amd64 at .terraform/providers/registry.terraform.io/paloaltonetworks/prismacloud/1.2.6/linux_amd64@@@ ",0,"
		2 REPLIES 2
",,,https://live.paloaltonetworks.com//t5/prisma-access-discussions/405-error-when-spinning-up-terraform-prismacloud-producer/m-p/506046#M380,06-23-2022,10:42 AM
7,505153,Prisma Access Discussions,ThacitoPereira,L0 Member,Site can´t be reached -  application incomplete,"HiI hope you can help me, through the Prisma Access network I can't reach the site ""www.solicitator.org"" when checking the log present ""Application Incomplete"". The site is accessible to the disconnected GlobalProtect.  What can be done so that the site is accessible through Prisma?",0,"
		2 REPLIES 2
",,,,06-21-2022,06:54 AM
8,504438,Prisma Access Discussions,MichealSwart,L0 Member,Prisma Access - Global Protect: No Source NAT,"Hi All, I am new to Prisma Access.We have done the setup as per PAN.My question is as follow: How do you disable source NAT for traffic in Prisma Access for Global Protect, that is going to your internal DC`s? Kind Regards,Micheal Swart",0,"
		1 REPLY 1
",,,,06-17-2022,01:06 AM
9,504133,Prisma Access Discussions,nikoolayy1,Cyber Elite,"Prisma Access enable the option ""IKE Passive Mode"" for extra security as only outbound IPSEC need to be allowed from the private data center","The option ""IKE Passive Mode"" makes the Prisma Access cloud to be only a VPN responder to the IPSEC traffic, iniated by the on-prem router/firewall or the ZTNA connector and this allows only outbound connections to be permitted. This is similar to some other ZTNA solutions that emphasize that only outbound connections are allowed. The VPN solutions in a long time had options for VPN initiator and VPN responder , also with the new ZTNA connectors it is similar to Zscaler ZPA for example.  Set Up a Primary IPSec Tunnel for Your Service Connection (paloaltonetworks.com)",0,"
		0 REPLIES 0
",,", Learning, Prisma Access",,06-16-2022,02:25 AM
