,Discussion ID,Author,Body,Likes,Date,Time
0,500206,Mandanajan,"Check the route table that is GWLB endpoint is located, and make sure you have a route back to your internal resources (your VPCs CIDRs)",1,06-15-2022,10:44 AM
1,500206,Astardzhiev,"Hi @Mandanajan,Thank you for the suggestion, but I doubted the problem is in GWLBe route table. The reason for that is exact same setup (same GWLBe, same route table, everything works for East-West traffic the moment we have disabled route overlay. Also the outbound traffic works over the same GWLBe when overlay is enabled and I believe it wouldn't work if I was missing route for the VPC, right?",1,06-16-2022,01:28 AM
2,500206,justin.stone,"Hi @AstardzhievI have the same problem, if I disabled Overlay then my east/west traffic worked fine, but outbound did not. With overlay on, it's the reverse. I tried 2.1.4, 2.1.6 and 2.1.7 plugins no change. I am also running 10.1.6. I just downgraded to 10.1.5h1 and now it all works, maybe give that a shot.",1,07-06-2022,11:40 AM
3,500206,Astardzhiev,"Hi @justin.stone ,That is intersting. At least I know I am not insane...I think I had tried with 10.1.5...but can't remember if it was .5 or .5h1. Thanks I will give it a try.",1,07-07-2022,02:06 AM
4,500206,Centogene,"We also: we have tried version 10.2.1 and downgraded to10.1.6-h3 on AWS support advise, none work so far in.We have not disable overlay routing yet. But will first try10.1.5h1 as a suggestion and take a look.BW",0,07-12-2022,09:13 AM
5,470642,Rodgerfoster,"Hello,In the plan details on Azure, it mentions that PAYG usually have a 30 day free trial, my question is if in these 30 days, would I be charged for usage in any case, in other words, is there certain level of usage that I should stay under before being charged hourly.Thanks.Azure Firewall will not impose any compute charges. How does billing for this service work?",0,07-07-2022,12:12 AM
6,470642,Rodgerfoster,"Hello,In the plan details on Azure, it mentions that PAYG usually have a 30 day free trial, my question is if in these 30 days, would I be charged for usage in any case, in other words, is there certain level of usage that I should stay under before being charged hourly.official site Thanks.Azure Firewall will not impose any compute charges. How does billing for this service work?",0,07-07-2022,12:12 AM
7,472938,karlgillego,"I want to preface this by saying that after completing the below in a DEV environment, we ended up completely swapping out with new VMs built directly on 9.1.x in PROD. It just didn't seem like this was going to be supported by TAC.IMO, Palo's KB (link #1) on this topic is unfortunately rather vague. The only thing the article offers after cloning the osDisk is",0,07-06-2022,10:44 AM
8,482441,avelK,"Hello@Sephora_ITfrom your post it is not clear how this is related to Palo Alto, however Wireshark is supporting GENEVE ever since version 2.0.0. The dissector is using default port UDP 6081. If you expand packet details, you should see details of encapsulated frame/packet.Kind RegardsPavel",0,05-01-2022,05:56 AM
9,482441,Astardzhiev,"Hi @PavelKI am guessing @Sephora_IT question is related to the GENEVE encapsulation between GWLBe (endpoint) in AWS and VM-Series firewall.Unfortunately I don't believe it is possible to capture GENEVE encapsulation with packet capture on the firewall...Not sure if enabling ""pre-parse match"" could help, but it should be used only with low volume of traffic",1,06-16-2022,04:45 AM
10,482441,avelK,Hello@AstardzhievI see. Thank you for input.Kind RegardsPavel,0,06-17-2022,02:55 AM
11,482441,bartpmika,you can enable capturing the GENEVE encapsulated traffic by running the following command in CLI:debug dataplane packet-diag set capture encapsulation yes,1,06-30-2022,10:29 AM
12,505891,Astardzhiev,"Hi @ScottShorkey ,Not able to reach firewall management in most case could be due to misconfigured Network Security Group on the mgmt interface.However the message for ""machine agent status not ready"" is strange...Are you sure you have sufficient permissions in the Azure console?Have you tried to use ARM template? For example this one - https://github.com/PaloAltoNetworks/azure/tree/master/vmseries-simple-template",0,06-27-2022,08:09 AM
13,502945,Astardzhiev,"Hi @MikeC ,Unfortunately this is not the way that GWLB works...When you enable GWLB inspection on the firewall it will always use the GENEVE protocol information to send the traffic back to the GWLBe it received the traffic and will never make route lookup to route traffic to different interface.In addition the sub interfaces are not even used for routing, they are only used for zone mapping.So if you associate VPCs with different GWLBe and have those mapped with different zones, traffic will still be intra-zone from firewall point of view. Because with GENEVE encapsulation inspection firewall will always return the packet to the GWLBe it received it.I also don't think that in this case you will have inter-vpc traffic working... Because the return traffic will go to the second GWLBe, which is associated with different zone and probably FW will not match this traffic as return traffic for the original request.",1,06-16-2022,01:36 AM
14,502945,MikeC,"Hi@AstardzhievThank you for the reply, I get what you're saying but I have some questions. I understood that GWLB will send data back to the endpoint it came from and that the sub-interfaces are not used for routing. 100% agree there. The routing is all handled through the AWS subnet route tables and TGW route tables.However, you mentioned ""In addition the sub interfaces are not even used for routing, they are only used for zone mapping"" This is exactly what I need it for. I was only trying to use the sub-interfaces to help create firewall policy rules.In this Palo Alto doc, shows exactly what I'm trying to do. It does mention east/west. So in this design, I'd like to create specific fw rules for traffic between APP VPC 1 and APP VPC 2. I'm not trying to make routing decisions, I'm only trying to make policies based on this traffic. How would I accomplish this?https://docs.paloaltonetworks.com/vm-series/10-1/vm-series-deployment/set-up-the-vm-series-firewall-...",0,06-16-2022,06:10 AM
15,502945,Astardzhiev,"Hey @MikeC ,Document explain that you can have different GWLBe for Outbound and East-West traffic, for the same reason - more control over the rules and easier to create different rules for outbound and east-west. But this is only to differenciated between outbound and east-west (any east-west).They key element is that both (outbound and east-west) are stil intra-zone traffic, once the firewall receive packet from one of the GWLBe it will return it back to the exact same GWLBe it came from. But in this case both VPC are associated with same East-West GWLBe, which means the rule for traffic between the two VPC will still be intra-zone traffic with source and destination the east-west zone (associated with east-west GWLBe).Lets breakdown the architecture from the document:- The decision which GWLBe to be used is dictated by the routing table of the TGW attachment in the security hub vpc. Based on the destination IP address traffic will be routed to one of the GWLBe, let say VPC-Prod GWLBe (if we use your idea).- Once the traffic is forwarded to that specific GWLBe it encapsulate the packet with GENEVE protocol and send it to the firewall. There FW will decapsulate it and use that information to map the traffic with given zone. Let say it will use zone ""VPC-Prod"" for source zone- Because traffic is received by GENEVE protocol FW will not perform route lookup to determine the destination zone, but instead will automatically use the source zone for destination as well. After it inspect the packet it will encapsulate it again and return it to the exact same GWLBe in this case VPC-Prod- Once the GWLBe ""VPC-Prod"" receive the traffic back it will remove the GENEVE again and use its own routing tabel to further forward the traffic.- Traffic will be forwarded to TGW and more specifically the TGW route table associated with the attachment in security hub vpc. From there it should be clear how the traffic will reach the target.Let say the traffic have reached the destination and it has generated reply- This reply will be forwarded to TGW and using the TGW route table will be forwarded to that attachment in the security hub vpc- There it again will look the routing table to decide which GWLBe to use. And if you decide to point it to different endpoint, let say VPC-Shared, as you can imagine this will be forwarded to the firewall under different source zone, which will not match the session created by the original request and it will treat it as new session.- But even if somehow the firewall to allow this traffic (if it is TCP will drop it, but probably ICMP and UDP may still pass through as those are stateless protocols), this traffic will still be treated as intra-zone traffic and destination zone will be the same as the source.I hope this make it more clear...You can separate East-West from Outbound traffic, following the design from the link, but you still need to create intra-zone rules for allowing this traffic. And in addition it is hard for me to imagine a way you can further separate east-west traffic based on the VPCs. All VPCs (and vpn to on-prem) needs to be routed/associated with the same GWLBe in order to have symmetric routing.",1,06-16-2022,07:14 AM
