,Discussion ID,Author,Body,Likes,Date,Time
0,506514,kn,"Hi Don,Maybe you can get some help from Publicly available API's at the URL below. If you looking for anything specific in terms of reporting please let us know will try to assist you with some more details.https://cloudgenix.github.io/sdk-python/post_api.m.html#cloudgenix.post_api.Post.monitor_lqm_point_m...",0,07-15-2022,03:09 AM
1,503404,kn,"Hi Sabjul,Do you see any interface drops, you can check this under Monitor >>Activity >> system and then select site and wan interface where you facing packet loss. Also please try to see if ISP needs specific speed/duplex/MTU settings.",0,07-07-2022,01:15 AM
2,504478,gallagher,"Hi Suresh, there are no known issues that I am aware of, but would need more info to assist:1) Can you provide more info on what exactly is not working with your NAT?2) The ION1000 does support dot1q on LAN interfaces, what is the issue you're facing?",0,06-21-2022,06:19 AM
3,504478,SureshM,"1)NAT issuewe have seen instances that the direct internet traffic for applications like zoom is not getting exiting from the appliance . On further troubleshooting , found the NAT translations are not happening . To fix the issue , the box need to rebooted .2) Dot1q issueWHen we configure more than 5 or 6 dot1q interfaces , many end host is loosing connection to the gateway . The Arp is not getting completed . So whenever we do a deployment , do limited to number of dot1q interfaces creating on the device",0,06-28-2022,08:35 PM
4,504478,gallagher,"Suresh, what code are you running on the IONs? Neither of these are expected behaviors, if a code upgrade does not address them then please raise a support ticket and have them investigated.",0,06-29-2022,06:57 AM
5,492612,gallagher,"For virtual HA designs it's preferable not to use bypass pairs (given there is no hw bypass support), instead each WAN interface should have it's own unique IP address to avoid IP address conflicts. The rest of the design on the LAN side can be the same as a normal HA design.",1,06-14-2022,11:46 AM
6,479731,craig,"Hi,The latest release is generally recommended for IONs unless there is some particular issue. At this point, the latest release is 5.6.3, and this would be recommended for the ION 2000.",0,04-20-2022,06:52 AM
7,479731,kn,"Yes, I would also recommend using 5.6.3",0,06-13-2022,11:33 PM
8,497342,avelK,"Thank you for the post@TKlausen2maybe there is a better way to do it, but on top of my head I can think of below options:Advertising router ID / AS numberLogin to SD-WAN portal, then navigate to: Maps > Claimed Devices, then click on any appliance, then a new page will open:After you click on remote session, a new page will open where you can login from CLI. Authenticate with elem-admin, then issue: ""dump routing route prefix=X.X.X.X/32"" where X.X.X.X is the prefix you are tracking down. Reference is here:https://docs.paloaltonetworks.com/prisma/prisma-sd-wan/prisma-sd-wan-ion-cli-reference/use-cli-comma... In this output, you will see the router ID as well as AS of the device that advertised that prefix:If you know to what router/site that router ID / AS number belongs, then you go to that site and fix it. If you do not know that information, you can still find it from SD-WAN portal from:Manage > Setup > Devices > Claimed > Select a device > Routing > BGP/Peers > BGP Global Config for ION device. If you have hundreds of devices, this might however be a time consuming and equals to searching that slider misconfiguration manually device by device.Audit LogAn alternative way might be to search in audit log to track down recent changes. Reference:https://docs.paloaltonetworks.com/prisma/prisma-sd-wan/prisma-sd-wan-admin/prisma-sd-wan-administrat...Kind RegardsPavel",0,06-08-2022,02:38 PM
9,497342,kn,From the DC device try the below commands#dump prefix reachability prefix=x.x.x.x/32this will give you path id from which its learning the prefixes and then try#inspect fib vpn pathid=zzzzzzzzzzthe above command will give you the site name. |,1,06-13-2022,11:32 PM
