,Discussion ID,Author,Body,Likes,Date,Time
0,302749,aper,Panorama does support shared gateways. maybe there's an issue with importing SG's that TAC could take a look at and possibly fix,1,12-12-2019,06:06 AM
1,302749,nkatesan_radharia-labelakrishnan,"Hello Brian,Did you get any update from TAC, I appreciate your response.RegardsVenky",0,02-13-2020,01:07 AM
2,302749,nkatesan_radharia-labelakrishnan,"Hello Brian,Did you get any update from TAC, I appreciate your response.RegardsVenky",0,02-13-2020,01:07 AM
3,302749,BrianHill,I don't have enough information to share with TAC yet. I will attempt to import the same firewall with shared-gateway again soon and collect a show tech and screenshots if it fails again (I did not do this before).My current assumption is that I just missed something in the import process during the last attempt.,0,02-13-2020,09:27 AM
4,302749,BrianHill,"So - Panorama does NOT fully support Shared-Gateways. You can import/create the shared gateway, assign it to Interfaces, but you cannot manage the NAT policy or the Forwarding policy.There is a feature request already --- FR ID:4412Additionally (maybe a bug), while attempting to import the policy into Panorama, I ran into an issue with named objects used as NAT translations. These had to be changed to IP addresses on the local firewall, then re-imported before a commit to Panorama would work. And yes, they were imported into shared.Also .... The shared-gateway NAT policy gets imported into the Panorama XML config. It can even be found by Global Search. Clicking on the names does nothing since there is no user interface to manage them.",0,03-10-2020,11:19 AM
5,302749,JimMcGrady,Has there been any progress with this issue? I'd like to include some NAT rules in a shared policy. But i cannot as each rule uses gateway specific IP addressing. And 'variables' cant be used in such rules.,0,07-14-2020,01:13 AM
6,302749,MalakIbrahim,"Hello BrianCan you please answer my question,https://live.paloaltonetworks.com/t5/general-topics/paloalto-shared-gateway-managed-by-panorama/td-p...",0,07-19-2021,02:57 PM
7,302749,shaneo,"Hi Brian, did you ever make progress with this?",0,06-30-2022,01:02 PM
8,302749,aadiraj,Thanks for your question,0,07-13-2022,11:20 AM
9,508416,avelK,"Hello@Raja.dandulurias a first step, could you try to restart management process from CLI by: ""debug software restart process management-server""?Kind RegardsPavel",0,07-10-2022,12:39 AM
10,508416,Raja.danduluri,"Thank you Pavel for your advise.. Actually with your suggestion of ""debug software restart process management-server"", did not bring any change as the error continued, hence I tried to restart the web-server process using the command ""debug software restart process web-server"" as its the web related process post which I am able to login to Panorama normally.Infact the documentation from ""How to Restart the Web-related Processes - Knowledge Base - Palo Alto Networks"" was helpful in this case.",0,07-12-2022,11:22 AM
11,508383,Mudhireddy,You can check the vsys options over here in panorama GUI,0,07-09-2022,08:30 AM
12,508383,CFalknerSed,"Hello Shuresh, Thanks for the response. That will get me certs for the firewalls, but I need a cert from a private CA for the management interface of the Panorama. I am still looking online, but haven't found the solution. The add cert section of the Panorama manual talks about it, but the add cert starts at the section you indicated. I even tried to create a shared cert in the device section, but it doesn't show up in the Panorama section.",0,07-11-2022,04:20 PM
13,508448,avelK,"Thank you for the post@miaocongcongwhile ""updates.paloaltonetworks.com"" should be enough to fetch license, below domains are still required to allow downloads through proxy or 3rd party device:proditpdownloads.paloaltonetworks.comdownloads.paloaltonetworks.comHere is a reference:https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/software-and-content-updates/content-deli...If after adding these domains, the error is still presented, I would start looking into logs:less mp-log configd.logKind RegardsPavel",0,07-10-2022,11:09 PM
14,508436,avelK,"Thank you for the post@Metgatzno, this is not expected. The destination port should show up the same way as configured in Panorama.It looks like you are running on Panorama 9.1.X. Personally, I have been running all versions in 9.1 up to the latest and never hit this kind of issue. Could you please confirm what version you are using on Panorama and Firewall side? Are you able to reproduce this issue or was this just one time thing?Kind RegardsPavel",1,07-10-2022,06:05 PM
15,508436,Metgatz,@PavelK,0,07-10-2022,07:20 PM
16,508436,Metgatz,"@PavelKHello, thank you very much for your reply.I generated a new service and the same thing keeps happening, in the view directly from the firewall, the destination port is not displayed.Therefore what I chose was to upgrade the firewalls from 9.1.3 to 9.1.4. Although the strange thing is that if Panorama is in version 9.1.4 and the firewalls in 9.1.3, this at the level of logic and according to the documentation of Palo Alto Networks should work and not have any compatibility problems, however there was that display problem, so do the Upgrade to version 9. 1.4 of the Firewalls, and after that, the service is displayed correctly, showing its tcp destination port, the new one and the one created before, in the web-gui of the firewall directly.Thank you, best regards",0,07-10-2022,07:44 PM
17,508436,avelK,Thank you for update@Metgatzyou were hitting this bug:PAN-141515 that was fixed in 9.1.4.https://docs.paloaltonetworks.com/pan-os/9-1/pan-os-release-notes/pan-os-9-1-addressed-issues/pan-os...Kind RegardsPavel,1,07-10-2022,10:37 PM
18,496620,Astardzhiev,"Hi @MetgatzI see this post is about month old, but if you still interested in the anwser:- Force Template Value will as the name suggest remove any local configuratio and apply the value define the panorama template. But this is valid only for overlapping configuration. This means that if you define DNS and NTP servers in the template and at the same time you have local config for DNS and NTP if you push config from panorama, by default firewall will receive the template value, but it will still use the local. If you enable ""Force Template Value"", during Panorama push this will remove the local config and apply the DNS and NTP values defined in the template.It is important to remeber that this is valid only for overlapping configuration. Which also means that if your template is only defining DNS and NTP (and nothing else), but locally on your firewall you have HA and logging configuration, enabling ""Force Template Value"" will not remove local HA and Logging setting, because they don't overlapp with template definition.You need to be careful, what is actually defined in the template. For example - if you decide to enable HA in the template, but after that you decide to not push it with template and just disable it again (remove the check from the ""Enable HA"" checkbox). This still will be part of the template, because now your template is explicitely defining HA disabled. If you made a change in the template, and later decide that you don't want to control this setting with template, you need to revert the config by clicking the green bar next to the changed valueOr edit the template under CLI and use ""delete"" command to delete relevant config from the template.",0,07-07-2022,06:19 AM
19,502873,Astardzhiev,"Hi @treysgrun ,This shouldn't be happening. If overlapping configuration exist between local and panorama pushed, you should see green with yellow gear next to the object. This could be somekind of cosmetic bug caused by combination of sync issue and upgrade.Try the following on the firewall:- Select tunnel interface, not clicking the name, but rather check the checkbox)- Click on ""Override"" button at the bottom. This should open the interface edit dialog, without changing anything click OK.- Check if now you see only one entry for that interface- Select the tunnel again and click ""Revert"" at the bottom.- You should see single entry with the green gear next to it.- Commit locally on the firewall.",0,07-07-2022,06:02 AM
20,507876,DVB_Bank,"I did further investigation and noticed that this behaviour even happens with firewalls on 10.0.10.After upgrade from panorama to 10.1.6, panorama wants to push new configs to all firewalls. (10.0.x and 10.1.x)the 10.0.10 firewalls are in sync now but the diff config shows the same changes again. But these are no secret hash changes, but changes on decryption rules and inactivity thresholds.That is some strange behavior.",0,07-05-2022,08:55 AM
21,477189,avelK,"Thank you for the post@CarlUKwithout looking into error log what is causing the failure, it is hard to judge what the root cause is. Would it be possible to share error message? If you still have some Firewall with Template out of sync, you can recall the error message by going to: Panorama > Managed Devices > Summary > [Look for out of sync Firewall] > [Navigate to: ""Template Last Commit State""].Kind RegardsPavel",0,04-01-2022,04:22 PM
22,477189,James_Mucklin,"Had the exact same issue, and it turned out to be a vm plugin issue. Update the VM plugins. If youre running panorama, make sure panorama is running the same plugin as the managed FWs",0,07-04-2022,01:50 AM
23,506929,Mohanlalsaini,and i have the device state of the firewall before this duplicate config happened. Can I import this device state to remove the duplicate config.,0,06-28-2022,09:27 PM
24,506929,Astardzhiev,"Hi @Mohanlalsaini ,Let first discuss something fundamental - Templates vs Device Groups:- Device Groups are used to push objects and policies and security profiles. For example here you define address objecets and use them in security rules. Basically it is defining the firewall security functions- Templates are used to push device and networking configuration. For example what NTP and DNS should the device use and what IP addresses are assigned on the device.Panorama GUI is trying to help you to remember which settings where are managed by the brackets above the relevant tabs:Now you probably know this already, but it important to mention it, because there is fundamental difference between Templates and Device Groups about how they handel local configuration.- Device Groups - Even without Panorama (local fw config) you cannot have multiple object sharing the same name, or multiple rules/policies using the exact same name. This way firewall will not know who to handle the traffic (which object in which rule is used, or which rule is actually used). You still can create local rules and objects in case of emeregency - for example security engineer with access to panorama is not available, but local network engineer need to allow some traffic to solve user incident/request. The idea here is that your ""global policy"" pushed by the panorama could explicitly deny some traffic at the top of the policy, so no local rule will be able to be put at the top and bypass the global block rule.- Templates - none of the configuration defined in the template can have multiple values (you can have multiple hostnames, or multiple primary IPs on dataplane interfaces, etc), like with firewall rules. Which means if there is local config and config pushed from Panorama, firewall needs to choose which one to use. Now by default firewall will prefer the local configuration over the one pushed from Panorama. The idea behind this approach is that it is more common for local admin to override these settings. For example your panorama is pushing the IP assigned to the outside interface, but the ISP needs to change it, so the local network admin can override the config from panorama and apply the new IP. Another example is if your global policy define the use of specific NTP, but one specific site has issues and wants to use different one. One way to remove the local config and apply the panorama pushed is to go over each config and click on ""revert"" button. After that you need to commit locally on the firewall. This way will give you the option to review the configuration before commit, but it could be painful if there is a lot to revert.The other option would be to push template configuration from panorama, but this time enable ""Force Template Values"". This will force the firewall to remove any local configuration that is already defined in the template. Thi will not delete any local config that is not part of the template.Push to Device -> Edit Selection -> enable ""Force Template Values""",1,06-29-2022,01:47 PM
25,506929,Mohanlalsaini,HI Thanks for your replay. The issue is resolved now. We have the device state backup from the firewall ( before the issue). we have import it then issue resolved.,0,07-01-2022,03:53 AM
26,507092,Astardzhiev,"Hi @Gilpatrick84 ,Regarding the error message you receive when trying to download it from update server - Try to click on ""Check Now"" at the bottom of the Dynamic Updates. This should refresh the cached list and allow you to download the latest content package. Of course make sure firewall have internet access and valid support license.Regarding the error for the manual upload and install from file, I am not sure what could be causing this, but can you confirm- Which file have you downloaded from supprot portal and trying to upload to the firewall?",0,07-01-2022,01:03 AM
27,506773,avelK,"Thank you for the post@Mamoudouwhen you create a new Template, it is created with empty configuration. For example interfaces have to be added manually. The template does not know what target Firewall you want to push the changes to, so depending on the model of the Firewall, you have to add interfaces to match the Firewall specification.For the zones, it is the same you will have to add zones manually unless this configuration is inherited from another Template in Template Stack hierarchy.Kind RegardsPavel",0,06-28-2022,02:51 PM
28,506773,Mamoudou,"Hello,Thank you for your response.The template is not new, there are others firewalls that use it.I have the issue with only one cluster (2 nodes). On them I can see nothing in template section, no interfaces no zones but when I go to the firewall interfaces and zones are present.Regards",0,06-29-2022,08:49 AM
29,507002,avelK,"Hello@Kandarp_Desaiyou should be able to accomplish this by placing a filter. Could you navigate to: Panorama > Collector Groups > [Collector Group Name] > Collector Log Forwarding > Traffic > [Name of log forwarding profile], then put into filter field what you want to exclude. For example send to syslog server everything except deny log for ip address:!(addr in X.X.X.X) and (action eq deny)Kind RegardsPavel",2,06-29-2022,05:44 AM
30,506355,avelK,Hello@Azis13by first look it seems like you are hitting one of the limitation:Could you try to change it to 2TB?Kind RegardsPavel,0,06-27-2022,02:37 AM
31,506355,Azis13,"Hello Michelle, I was changing system-mode legacy to panorama mode.",0,06-27-2022,02:54 AM
32,506355,Azis13,"Hello Pavel,Currently the panorama is in panorama mode, next I will fall back to legacy mode and will try to add an additional 2TB virtual diskThank you.",0,06-27-2022,03:02 AM
33,502449,avelK,Hello@clwilsonyou can use Panorama CLI to configure existing address objects to be member of a specific address group in a Device Group:SSH to Panorama and issue:set cli config-output-format setset cli scripting-mode onconfigureset device-group <Name of Device Group> address-group <Name of Address Group> static [ <Address object 1> <Address object 2> <Address object 3> ]set cli scripting-mode offKind RegardsPavel,0,06-26-2022,04:13 PM
34,505821,avelK,"Hello@AlexandroDelAngelwhen you create a new device specific Template for a new device, all the configuration will be blank unless you make configuration changes within that specific Template. There is no process ofinheriting until you add a Template to Template Stack where all will be merged and depending which Template is placed on the top, the overlapping configuration will take a precedence.Based on what you described, I have feeling what you are experiencing is expected. You will only see theRADIUS Server Profile and Authentication Profile in Standards-Template. In order to check the overall result of the configuration how it is going to be pushed to Firewall, you will have check it by looking into Template Stack (Navigate to Device, then select Template Stack from drop down list) instead of looking into individual Firewall specific Templates.Kind RegardsPavel",0,06-23-2022,11:26 PM
35,488549,avelK,"Thank you for the post@uanniveI do not have this exact same setup in my environment, however by looking into documentation, you should make these changes from active Panorama. Please refer to this document, STEP 3 >> (HA only) Configure the interfaces on the passive Panorama management server.:https://docs.paloaltonetworks.com/panorama/10-1/panorama-admin/set-up-panorama/set-up-the-m-series-a...I think selecting the checkbox:Device Management and Device Log Collection is what you need to meet your requirement.The reason why you can't make this change on Panorama passive node is feature limitation. Only Device Deployment is supported. Options to enableDevice Management and Device Log Collection and Collector Group Communication are therefore gray out.Regarding the IP address you configure on interface 1/1, you should use different IP address than what you configured for interface 1/1 on Panorama active node. From 3 options you mentioned, the option 2 is from my point of view correct answer.After you make these changes, do not forget to commit it to Panorama and push the changes to log collector group.Kind RegardsPavel",0,05-24-2022,02:44 PM
36,488549,uannive,"Thank you for answering and sorry for the late response @PavelKI have tried the second method on the production Panorama (by applying different IP on secondary Panorama) and it worked successfully, and now I could deploy the firewalls that connects to both active and passive Panorama.Thank you!",0,06-23-2022,07:08 PM
37,488865,avelK,"Thank you for the post@Metgatzthe context change in Panorama is only for GUI. I am not aware of any similar feature that would have the same function for CLI. If you do not prefer to use local account to ssh to every Firewall, then perhaps a workaround could be to use TACACS+ or RADIUS accounts. You can use a Panorama Template to push the authentication profile to all Firewalls. Here is a KB for reference:https://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA10g000000PMYmCAO&lang=en_US%E2%80%A...Kind RegardsPavel",1,05-21-2022,06:50 AM
38,488865,Metgatz,"@PavelKExcellent, thanks you very much for your clarification.",0,05-21-2022,10:00 AM
39,488865,mghazzi,"In some cases the firewalls are connecting to panorama from behind a firewall, NAT, or proxy and are not reachable directly. Since not all the troubleshooting capabilities are available via the GUI, it is necessary to login via SSH, and it would be really helpful if the admin could SSH into Panorama and reverse there way back to a Firewall, Log Collector, or PeerPanorama's CLI.",0,06-23-2022,03:47 PM
40,504149,avelK,Hello@ElliotMthanks for the post.Could you check whether this string works for your filter?!(( app eq dns ) and (( addr.dst in 10.0.0.0/8) or ( addr.dst in 8.8.8.8) or ( addr.dst in 8.8.4.4))) and !(( app eq ping ) and (( addr.src notin 10.29.100.1) or ( addr.src notin 10.29.100.2) or ( addr.src notin 10.10.29.100.3))) and !(( app eq kerberos ) and ( addr.dst notin 10.0.0.0/8))Kind RegardsPavel,0,06-16-2022,05:54 AM
41,504149,ElliotM,"Hi @PavelK ,Thanks for replying however it doesn't seem to work as expected.I don't see ANY dns traffic to other destinations and i am also still seeing kerberos traffic.",0,06-20-2022,06:31 AM
42,504149,avelK,"Thank you for reply@ElliotMfor dns log part, I tested it in my Panorama and I got desired result, so I am not sure what the issue is. For other part, I changed syntax. Could you test below string?!(( app eq dns ) and (( addr.dst in 10.0.0.0/8) or ( addr.dst in 8.8.8.8) or ( addr.dst in 8.8.4.4))) and !(( app eq ping ) and (( addr.src eq 10.29.100.1) or ( addr.src eq 10.29.100.2) or ( addr.src eq 10.10.29.100.3))) and !(( app eq kerberos ) and ( addr.dst eq 10.0.0.0/8))Kind RegardsPavel",0,06-20-2022,04:03 PM
43,504149,ElliotM,"Hi @PavelK This is working as expected from what i can see, thanks for the help.",0,06-21-2022,03:31 AM
44,493337,avelK,"Thank you for the post@AOneRin the validation error you shared, the interface that is having an issue is ""ethernet1/1.88"" while in your post you mentioned you experienced a problem with the interfaces""ethernet1/5.88"" and""ethernet1/6.88"". Is the issue with""ethernet1/1.88"" related to your post or different issue?Regarding the first problem you reported with validation error, could you use one of the interface that is functional in your Template and use ""Global Find"" to see where it is all referenced in Template, then mimic the configuration for sub-interfaceethernet1/5.88? Make sure that virtual router, virtual system, zone are assigned.Regarding the second problem, the only time I have seen missing setting while pushing Template Stack to a Firewall is one of below scenarios:- The configuration is pushed but not applied because it is overwritten by local configuration. You will recognize it by different symbol shape. Instead of green, it is green/orange symbol. Here is a reference:https://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA10g000000PLIxCAO- A Template is not part of correct Template Stack or Template is not a member of any Template Stack.- The Panorama configuration is committed successfully, but an error is returned while pushing the configuration to the managed Firewall.If none of the above scenario is applied to you, then I would go through the Template configuration again and make sure that the interface""ethernet1/6.88"" is configured correctly.Kind RegardsPavel",1,05-29-2022,08:13 PM
45,493337,AOneR,"Thank you for responding to my inquiry.Concerning the first problem, ignore 1/1 as that was another test, its 1/5 and the error is as posted. I did a global find for interface 1/5 and created 1/5 and 1/5.27 the same, still getting the error.Regarding the second issue I am getting a warning saying that interface vlan.88 has no virtual-router configured, when in fact it does. The local configuration doesnt have any values for interfaces. The template is assigned to the correct stack as the VPN settings are being applied.",0,05-31-2022,11:20 AM
46,493337,avelK,"I am sorry for late response@AOneRFor the first issue, could you please confirm that both options are enabled on Panorama when you are pushing the configuration: ""Merge with Candidate Config"" and ""Include Device and Network Templates""?For the second issue, after you get the validation error, could you check logs from CLI on both Panorama as well as managed Firewall whether it can give more details what the issue is: tail lines 500 mp-log configd.log.Kind RegardsPavel",0,06-15-2022,02:59 AM
47,497564,ITGuy,"Support had no solution except to give the objects locally configured addresses, commit, then push changes from Panorama. After that go back and reconfigure objects with the new address objects now successfully pushed from the Panorama.",0,06-13-2022,10:36 AM
48,501879,Jim007,Updating my findings as I go along. Noticed that our recovery build we started with the 10.0 ova is starting in Panorama mode versus the legacy mode that the upgraded from 8>9>10 secondary is in. Going to start over with a 9.x ova and see if we can get it legacy mode.,0,06-08-2022,01:24 PM
49,501879,Jim007,All the OVA versions we tried started in Panorama mode. Waiting on tech support to tell us how to get to legacy mode.,0,06-13-2022,07:16 AM
