,Discussion ID,Author,Body,Likes,Date,Time
0,508462,jfernandes1,"Hi@BCC_Automatizacion_Josep, you can use the task SLA feature to complete the task when no response is received.You can also use the newer feature, ""Ask"" type conditional task to get better control of what happens. Below is a screenshot. This would be the preferred method.",0,07-11-2022,08:19 PM
1,508462,BCC_Automatizacaria-labelion_Josep,"Using the manual conditional method and placing 1 minute did not work, I proved other values 3, 5, 15 minutes and didn't work neither.The box returns an error with no information. The ""Ask"" type conditional is no an option because we accept any kind of reply.",0,07-12-2022,12:31 AM
2,508462,jfernandes1,"Hi@BCC_Automatizacion_Josep, Not the prettiest solution. But it works.I used a sleep function set for 300 seconds. If the user does not reply, then the playbook will continue. If the user does, task 1 will complete task 2 as specified in the below configuration.",0,07-12-2022,08:49 PM
3,508462,Sec101,"Is that ""wait for reply"" a manual task? ",0,07-13-2022,06:36 AM
4,508462,BCC_Automatizacaria-labelion_Josep,It works perfectly! Thanks so much,0,07-14-2022,11:42 PM
5,508462,BCC_Automatizacaria-labelion_Josep,I was trying manual and didn't work,0,07-14-2022,11:44 PM
6,508462,BCC_Automatizacaria-labelion_Josep,Remember to set Await in the Details in the Sleep,0,07-15-2022,01:01 AM
7,506958,gfilippov,"Hi,Currently I can't find any script in the marketplace that can create a PDF file from a JSON, only the opposite,You may want to submit a feature request,thanks.",0,07-14-2022,10:14 AM
8,506336,gfilippov,"Hi,The integration was contributed from the community and theintegration's test functionality was not developed properly, currently it is doing nothing but to return an error, meaning that even if you provided the right credentials and all other commands are working, the test will still return an error,please try the other commands and ignore the test,thanks.",0,07-14-2022,10:12 AM
9,504235,gfilippov,"Hi,Please make sure you are using the latest version available of the integration in the market place,If you still get the error with the latest version- please submit a support case with the logs attached,as the logs contain sensitive information it is not recommended to upload it here,thanks.",0,07-14-2022,10:08 AM
10,508638,Sec101,"Hi@vidurasupun, not sure what your use case is, I can help better if I understand what exactly your trying to do.By list I'm assuming your referring to a list of values in the incident's context? Not the external list function of Cortexhttps://docs.paloaltonetworks.com/cortex/cortex-xsoar/6-8/cortex-xsoar-admin/lists? The command setList is used for that.Try the attached playbook, it should do the trick. It uses an inbuilt conditional check and playbook looping to achieve the same outcome. You can also do this with a single automation.I had to change the extensions to xml, just change it back to yml before uploading to your server.",0,07-13-2022,06:34 AM
11,508638,jfernandes1,"Sec101 thank you for the response but I need to do the same thing on the playbook level, as Jfernandes1 mentioned he is using the setautomation to assign external IP(s) to the keyexternalIPsthen I can call it later in my playbook as an example to send a mail like below.@jfernandes1@jfernandes1",1,07-13-2022,05:52 PM
12,508638,vidurasupun,"Thank you for the solution. I added bit of stuff on top your playbook,",0,07-13-2022,10:55 PM
13,508638,vidurasupun,"Hi@lulu42, please raise a support ticket athttps://support.paloaltonetworks.com/. We would need logs and other information to verify and help with this issue. Thanks.",0,07-13-2022,10:55 PM
14,508678,jfernandes1,"Hi@alexbbryant, yes this is version dependent. Only 6.8 includes this new feature. In older version of Cortex use the below solution.Task 2: Can be any automation. Just ensure that you set the ""Stop on error"" to No.For task 4: Use the isError automation. Like below.",0,07-13-2022,05:21 PM
15,508607,jfernandes1,"Nevermind, I was using V2 which seems to be not working properly using the V3 fixed the issue",0,07-12-2022,08:02 PM
