,Discussion ID,Author,Body,Likes,Date,Time
0,66860,HITSSEC,"Rcole,Here is an expanded version of the NMap signature. We noticed an additional web requests associated with the NMap tool and have included it in our signature. Below is what we have added as an ""or condition"" string:Operator = pattern-matchContext = http-req-uri-pathValue = /\.git/HEADThanks,Phil",1,11-30-2015,07:37 AM
1,66860,mdyragos,"Team - need some help here. Trying to create a custom filter that will allow us to detect TLS 1.0 negotiations and block them at the firewall. Here's the summary info:Justification: TLS needs to be blocked at the perimeter as a interim solution until TLS can be disabled on each server. This is to meet requirements of PCI.Research:Sample PCAP screen capture was found here.Testing:We have tried to do the following:ssl-rsp-server-hello && ssl-req-client-helloPattern=""Version: TLS 1.0""Neither of them are working though. Any suggestions?",0,08-01-2016,03:59 PM
2,66860,Johnkarter123,hello,0,10-08-2018,10:26 PM
3,66860,Anjali,"Hi all,@allplease let me know how can i add the below commands to Panos ansible-playbook to get output just like ios deviceset cli pager offset cli config-output-formatset configureshow,,, Below is output of my playbook. I want this in each line:{'response': {'@status': 'success', 'result': {'system': {'hostname': 'PA-VM', 'ip-address': '10.10.10.200', 'public-ip-address': 'unknown', 'netmask': '255.255.255.0', 'default-gateway': '10.10.10.254', 'is-dhcp': 'no', 'ipv6-address': 'unknown', 'ipv6-link-local-address': 'fe80::250:56ff:fe9e:b9cf/64', 'ipv6-default-gateway': None, 'mac-address': '00:50:56:9e:b9:cf', 'time': 'Mon Apr 12 04:22:03 2021', 'uptime': '34 days, 4:24:47', 'devicename': 'PA-VM', 'family': 'vm', 'model': 'PA-VM', 'serial': 'unknown', 'vm-mac-base': 'BA:DB:EE:FB:AD:00', 'vm-mac-count': '255', 'vm-uuid': '421EB442-36E0-565E-1EEA-979DAA2D8C3E', 'vm-cpuid': 'ESX:54060500FFFBAB1F', 'vm-license': 'none', 'vm-mode': 'VMWare ESXi', 'cloud-mode': 'non-cloud', 'sw-version': '9.0.4', 'global-protect-client-package-version': '0.0.0', 'app-version': '8103-5197', 'app-release-date': None, 'av-version': '0', 'av-release-date': None, 'threat-version': '0', 'threat-release-date': None, 'wf-private-version': '0', 'wf-private-release-date': 'unknown', 'url-db': 'paloaltonetworks', 'wildfire-version': '0', 'wildfire-release-date': None, 'url-filtering-version': '0000.00.00.000', 'global-protect-datafile-version': 'unknown', 'global-protect-datafile-release-date': 'unknown', 'global-protect-clientless-vpn-version': '0', 'global-protect-clientless-vpn-release-date': None, 'logdb-version': '9.0.10', 'plugin_versions': {'entry': {'@name': 'vm_series', '@version': '1.0.6', 'pkginfo': 'vm_series-1.0.6'}}, 'platform-family': 'vm', 'vpn-disable-mode': 'off', 'multi-vsys': 'off', 'operational-mode': 'normal'}}}}{'response': {'@status': 'success', 'result': {'system': {'hostname': 'PA-VM', 'ip-address': '10.10.10.200', 'public-ip-address': 'unknown', 'netmask': '255.255.255.0', 'default-gateway': '10.10.10.254', 'is-dhcp': 'no', 'ipv6-address': 'unknown', 'ipv6-link-local-address': 'fe80::250:56ff:fe9e:b9cf/64', 'ipv6-default-gateway': None, 'mac-address': '00:50:56:9e:b9:cf', 'time': 'Mon Apr 12 05:23:44 2021', 'uptime': '34 days, 5:26:28', 'devicename': 'PA-VM', 'family': 'vm', 'model': 'PA-VM', 'serial': 'unknown', 'vm-mac-base': 'BA:DB:EE:FB:AD:00', 'vm-mac-count': '255', 'vm-uuid': '421EB442-36E0-565E-1EEA-979DAA2D8C3E', 'vm-cpuid': 'ESX:54060500FFFBAB1F', 'vm-license': 'none', 'vm-mode': 'VMWare ESXi', 'cloud-mode': 'non-cloud', 'sw-version': '9.0.4', 'global-protect-client-package-version': '0.0.0', 'app-version': '8103-5197', 'app-release-date': None, 'av-version': '0', 'av-release-date': None, 'threat-version': '0', 'threat-release-date': None, 'wf-private-version': '0', 'wf-private-release-date': 'unknown', 'url-db': 'paloaltonetworks', 'wildfire-version': '0', 'wildfire-release-date': None, 'url-filtering-version': '0000.00.00.000', 'global-protect-datafile-version': 'unknown', 'global-protect-datafile-release-date': 'unknown', 'global-protect-clientless-vpn-version': '0', 'global-protect-clientless-vpn-release-date': None, 'logdb-version': '9.0.10', 'plugin_versions': {'entry': {'@name': 'vm_series', '@version': '1.0.6', 'pkginfo': 'vm_series-1.0.6'}}, 'platform-family': 'vm', 'vpn-disable-mode': 'off', 'multi-vsys': 'off', 'operational-mode': 'normal'}}}}",0,04-13-2021,01:51 AM
4,507954,teJacobCF,what does your signature look like?,0,07-06-2022,01:01 PM
5,192889,benparker,"As an update to this, it can be accomplished using a custom Threat and the equal to operate to match against the Context of SSL-RSP-version. The values that are needed to match againstExample TLS 1.0I do not recommend leaving the TLS 1.2 threat in an alert mode if you create it but instead change it to allow as it will be extremely noisy. It is however useful if you need to verify the functionalityThese 3 custom vulnerabilities will allow you the capability of alerting or blocking lower level TLS encryption if areas that might require it for complaince such as PCI zones.Alternatively you can also use decryption profiles to force the traffic to the high level, but it does not produce the same logs for visibility.The attatched XML is the example threat signature to look for TLS1.0 responses.",9,01-09-2018,07:23 AM
6,192889,JTKoris,"Hi Ben,A couple of years behind but appear to be faced with a similar query from a customer I am currently working with.Essentially wanting to go about achieving the same - creating a log entry of each time TLS 1.0 or 1.1 is used by clients accessing their domain.With your suggestion, could you clarify what area of configuration you are going into in order to apply this or better yet, a resource of which shows how to go about this step by step?Essentially want to go about the same idea suggested just not wholly confident on where in the Palo Alto you would do this - any pointers would be greatly appreciated.Kind regards,JT",0,06-20-2022,04:06 AM
7,192889,hisingh,@JTKorisand@benparkerHere is KB articlehttps://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA14u0000008UgRCAUThanksHimani,1,06-20-2022,07:35 AM
8,300532,NikhilMohod,Recently we faced a similar scenario where multicast routes need to be converted to Palo Alto format. ForJuniper ScreenOS firewall to a PaloAlto firewall (5200) series conversion.Only relevant article we could find:How to Facilitate Multicast Routing when only One Palo Alto Net... - Knowledge Base - Palo Alto Netw...Here is cli o/p:set mroute multiple-iif-enableset mroute mgroup 200.X.X.X source 0.0.0.0 iif aggregate2 oif aggregate1Can Palo Alto please reply?,0,03-31-2022,08:24 AM
9,469555,LCMember3265,"More like ""http-req-host-header"" != ""ssl-req-client-hello""***Domain Fronting Detection",0,03-01-2022,11:00 AM
10,211714,jvalentine,"All of the *.ring.com URLs are categorized as ""business-and-economy"" in my firewall. Are you still having this issue?",0,07-28-2018,01:19 PM
11,211714,JoeAndreini,"If you know the URLS, and they are being categorized incorrectly, why not create a custom category for them and allow it?",0,07-30-2018,09:24 AM
12,211714,JoshFountaine,"I know this is an older thread, but we are experiencing this issue as well. All of the functionality within the Ring app works as far as we can tell except the live video feed. The other Ring traffic hits URL Category: business-and-economy.The live video feed traffic is showing up in our URL filtering logs as category: unknown, and action is block-continue. Unlike the rest of the Ring traffic, these requests are not resolving DNS, so the URL entry just shows an IP address:15064, so I don't have a list of URLs to add to a category.Thoughts/ideas to get this to work without allowing unknown category?",1,09-23-2019,08:29 AM
13,211714,Rosenbusch,I have the exact same problem with my 220. Only way that I can get it to work is remove the Palo. I have an any any rule and it still doesn't work.,1,11-16-2019,02:47 PM
14,211714,jeremyw,"I've had this issue for a while and have just looked into it further.In our case I just changed the unknown category to alert.However I understand that this might not be appropriate in all cases.To keep the unknown URL category blocked, what you could do is create a rule above your web browsing policy to permit ssl on TCP/15064 to the internet, and on this rule have a URL filtering profile applied which permits unknown URLs.If you wanted to make this more specific you could set up an external dynamic list for Amazon AWS using MineMeld and use that as the destination address.Hope that helps 🙂",0,11-28-2019,05:57 PM
15,211714,FrankJamesWilsoaria-labeln,"I know this is an old post, but I just ran into this problem as well. I have two Ring Cameras, one door bell cam and one stick-up cam in my backyard.All of sudden, both cams stopped showing recorded images and the live feed didn't work.I did get motion alerts, but when I tried to click on live view the image just never showed up.After some investigation, I found that RING was being stopped by threat prevention in the Palo.In the logs it appeared that there were to instances of calls being made from the inside that hit the Threat policy.Suspicious TLS Evasion Found on port 443 andMicrosoft Communicator INVITE Flood Denial of Service Vulnerability on port 15063Both of which where informational.To mitigate this I created a new Security Profile where I removed dropping packet that where on informational nature and added that to a policy that matched the predefined RING application.Once that was done, all feeds and events came right back up.",1,05-27-2020,03:06 AM
16,211714,JohnSmock,"Frank,Thanks for posting your solution, but I am not clear on how you see it in the logs? Which log were you seeing the threat? I can not find any log details that match up with this. Also, which security profile did you setup? I tried matching the Ring application and then just not having any security profile at all...",0,12-30-2021,01:15 PM
17,211714,BenNoonan,"After reading the article on ring, it doesnt specify but is required. TCP9002 for liveview on app.",0,02-27-2022,06:45 PM
18,441544,nikoolayy1,This question is for Cortex XDR/Traps categories not for here. From what I seen for example even in other endpoint systems like Microsoft defender extensions and hashes are used and not the file names. Maybe only URL filtering or file path can be used for something like that:Add a New Restrictions Security Profile (paloaltonetworks.com)Cortex XDR/Traps in itself does not support URL filtering like the Microsoft Defender custom indicators but the firewall can do this as it's job:https://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA10g000000CljWCASMaybe endpoint DLP can do what you want like Digital Guardian etc. as blocking a file name is more like DLP task than EDR/Endpoint protection systems.,0,01-24-2022,01:11 AM
19,413613,nikoolayy1,The last I saw there were options for HTTP headers but I didn't see for email headers but you can double check it. See the link below and search for ''Pattern match''' with smtp:Create Custom Application Signature (paloaltonetworks.com),0,01-13-2022,12:56 AM
20,413613,SergiyL,"Hello Nikolay.I wrote that I didn't find description of the ""smtp-email-headers"" context in Custom Application IDs and Signatures guide. But this context is present in the list of available context options for Customer App in the real device software (for example PA-820, at least for s/w 9.1.x and later). See attached screenshot.The ""email-headers"" context description can be found using Search Box under Table of Contents in the document mentioned in your answer. Link to search result ishttps://docs.paloaltonetworks.com/pan-os/u-v/custom-app-id-and-threat-signatures/custom-application-...As I didn't find""smtp-email-headers"" description I hoped someone explains the difference between these 2 contexts.Thanks for your reply",0,01-13-2022,04:40 AM
21,400172,nikoolayy1,"You can look at the ""QUALIFIER"" option as you can select the request method ""POST"" or ""GET"" from there and maybe you will not need to specify it in the pattern match.Create Custom Application Signature (paloaltonetworks.com)Also for blocking something maybe better use IPS signature than app signature:Threat Signature Categories (paloaltonetworks.com)Learn More About Threat Signatures (paloaltonetworks.com)",0,01-13-2022,01:12 AM
22,452166,nikoolayy1,Please see if this helps as this is new feature in 10.0 with the enhanced signature match:Solved: LIVEcommunity - Custom threat signature- search full TCP payload of any AppId - LIVEcommunit...Enhanced Pattern-Matching Engine (paloaltonetworks.com),0,01-13-2022,12:59 AM
23,436096,nikoolayy1,"You check my idea for app signature for the referrer header:LIVEcommunity - Knowledge sharing: Version 10 no 7 byte limit for sinatures examples for Layer 7 (L7...Please also the link below and the part how to make multiple match conditions ""Create Custom Application Signature (paloaltonetworks.com)",1,01-13-2022,12:36 AM
