,Discussion ID,Author,Body,Likes,Date,Time
0,506528,SZanpure,"Ok another update after running terraform apply. The customer managed VPC endpoints are not accepted immediately by the NGFW/Palo trusted account. In my case, after running terraform apply, it took around 5-6 minutes, for the status to change from PENDING to ACCEPTED in NGFW Web UI. This meant that my terraform apply failed when creating routes for the VPC endpoints",0,06-27-2022,12:32 PM
1,506528,SZanpure,"Hi,@gfreemanTagging you. Hope that's ok.I completely un-subscribed and re-subscribed via AWS Marketplace and started with a clean slate. On the very first run of my provider, I always get this error belowI believe I am getting this error because the creation of cloudngfwaws resource via terraform finishes way before the actual NGFW has finished creation in Palo Web UI. This is causing the VPC Endpoint Service to be in a ""non-ready"" state when terraform queries it. Can this please be looked at?FYI, my terraform code for creating Palo NGFW is belowThe code which errors is belowOne last thing to note, is that if I wait for the NGFW to finish creation, and re-run my terraform code, I get the error below. After this, no matter how many times I re-run the build, I keep getting the same result",0,07-01-2022,04:06 AM
2,506528,priyer,"Hello@SZanpureGreetings from Palo Alto Networks!Issue 1 We are working on removing the necessity to specify the access key / secret key in the provider block. Not sure yet when it will come out, but it's on our list.Issue 2 - The API itself has changed how it behaves. We are working on an update for the provider.Issue 3 - This happens because you removed the global rulestack tag, so it's going to error.Issue 4 - Looks like you using underscores in the JSON config, if you want to do JSON config, you need to use hyphens.Regards,Prasanna IyerProduct SpecialistPalo Alto Networkslive.paloaltonetworks.com/t5/cloud-ngfw-help-center/ct-p/Cloud_NGFW",1,07-06-2022,04:50 PM
3,506528,SZanpure,"Thanks Prasanna. Regarding Issue 4, can you please update the docs with this info? Currently, neither Github nor Terraform provider docs page state this.https://github.com/PaloAltoNetworks/terraform-provider-cloudngfwaws/blob/main/docs/index.mdhttps://registry.terraform.io/providers/PaloAltoNetworks/cloudngfwaws/latest/docsHowever, your suggestion is valid, because the code seems to be looking for hyphenshttps://github.com/PaloAltoNetworks/terraform-provider-cloudngfwaws/blob/main/internal/provider/prov...Also, did you get a chance to get feedback from the backend team about the VPC Endpoint error I am facing above?Thanks,Shreyas",1,07-07-2022,05:01 AM
4,506528,priyer,"Hello@SZanpure,Greetings!The docmentation has been updated with theinformation.Kindly check the links.https://github.com/PaloAltoNetworks/terraform-provider-cloudngfwaws/blob/main/docs/index.mdhttps://registry.terraform.io/providers/PaloAltoNetworks/cloudngfwaws/latest/docsRegards,Prasanna IyerProduct SpecialistPalo Alto Networkshttps://live.paloaltonetworks.com/t5/cloud-ngfw-help-center/ct-p/Cloud_NGFW",0,07-07-2022,05:28 PM
5,506528,priyer,"Hello@SZanpure,Greetings!Regarding your VPC error:The team has noticed in the documentation that a note mentions that cloudngfwaws_commit_rulestack resource should be placed in a separate plan as the plan that configures the rulestack and its contents. We suggest you put it in a separate plan.Kindly refer to this linkhttps://registry.terraform.io/providers/PaloAltoNetworks/cloudngfwaws/latest/docs/resources/commit_r...Regards,Prasanna IyerProduct SpecialistPalo Alto Networkshttps://live.paloaltonetworks.com/t5/cloud-ngfw-help-center/ct-p/Cloud_NGFW",0,07-13-2022,04:30 PM
6,507132,SZanpure,This is my very first reply to my first private message. Therefore I guess the max limit is zero?,0,06-29-2022,12:23 PM
7,507132,mgordon,Hello@SZanpureLIVEcommunity admin here! I apologize for this issue. We are working with our community vendor right now for this. I will update here as quickly as possible,1,06-29-2022,01:40 PM
8,507132,SZanpure,"I will post more details here since PM is not working for now.I have subscribed to NGFW using Marketplace and tried to set the region to eu-west-2 in browser urlAfter setting my new password, I logged in and set the NGFW region to London in web UII then went to Add Account, and clicked Launch Cloudformation template. At this point, it opened a browser tab pointing to us-east-1, and the SNS Topic resource was pointing to us-east-1 as well. If I run the stack like this, it error as per the original post.I attempted changing the region in AWS console to eu-west-2 at this point, however that did not update CFT parameter values.Hope this provides a bit more info.",0,06-29-2022,02:04 PM
9,507132,asrinivasan,"Can you try running the template in us-east-1, it doesnt need to run in eu-west-2",0,06-29-2022,02:28 PM
10,507132,,"Hello Shreyas,Could you please run the cloud formation template in us-east-1 by doing which gets onboarded to us-east-1 and then try changing the region and creating resources in eu-west-2 regionRegards,Likith RProduct SpecialistPalo Alto Networkslive.paloaltonetworks.com/t5/cloud-ngfw-help-center/ct-p/Cloud_NGFW",0,06-29-2022,02:29 PM
11,507132,SZanpure,,0,06-29-2022,03:05 PM
12,507132,,"Hello Shreyas,Yes it will work If you run the template in us-east-1 and deploy rulestacks and NGFW in eu-west-2 as IAM is globalRegards,Likith RProduct SpecialistPalo Alto Networkslive.paloaltonetworks.com/t5/cloud-ngfw-help-center/ct-p/Cloud_NGFW",0,06-29-2022,05:16 PM
13,507132,SZanpure,This works now as per the solution discussion above thanks.,1,07-04-2022,01:21 AM
14,504890,benny,"Hello @crippsteI hope you are well! For FMS policy, there is no local firewall administrator. The local rulestack administrator associates the local rulestacks to NGFW. If the FMS service handshake is successful, any local firewall administrator call must be disabled, and the local rulestack administrator can associate the local rulestack to NGFW.Have a great day.Thanks & Regards,Edison K BennyProduct specialistPalo Alto Networkshttps://live.paloaltonetworks.com/t5/cloud-ngfw-help-center/ct-p/Cloud_NGFW*Don’t forget to accept the solution provided!*",0,06-23-2022,09:12 AM
